2|自然
25H2321(...)|海洋 (名称 を伴う)
25H23210|擬人化された海洋
25H2322|海
25H2322(...)|海 (名称 を伴う)
25H2323|大湾, 湾
25H2323(...)|大湾, 湾 (名称 を伴う)
25H2324|海峡, 瀬戸
25H2324(...)|海峡, 瀬戸 (名称 を伴う)
25H23241|ヘラクレスの柱
25HH|風景 - HH - 理想的な風景
25HH1|温帯の風景 - HH - 理想的な風景
25HH11|山 - HH - 理想的な風景
25HH111|山脈, 雪の頂 - HH - 理想的な風景
25HH1111|氷河 - HH - 理想的な風景
25HH112|岩 - HH - 理想的な風景
25HH1121|山頂, 峰 - HH - 理想的な風景
25HH1122|峡谷, 割れ目, 深淵, 峡谷 - HH - 理想的な風景
25HH1123|岩層 - HH - 理想的な風景
25HH1124|丸石, 石 - HH - 理想的な風景
25HH113|(高い) 丘 - HH - 理想的な風景
25HH1131|土手, 縁 - HH - 理想的な風景
25HH114|丘陵地帯 - HH - 理想的な風景
25HH115|窪み, 穴 - HH - 理想的な風景
25HH116|地滑り - HH - 理想的な風景
25HH119|洞窟, 洞穴 - HH - 理想的な風景
25HH1191|鍾乳洞 - HH - 理想的な風景
25HH12|谷, 谷間 - HH - 理想的な風景
25HH121|内陸の岩壁 - HH - 理想的な風景
25HH13|海岸 - HH - 理想的な風景
25HH131|岩だらけの海岸 - HH - 理想的な風景
25HH1311|フィヨルド, 入り江 - HH - 理想的な風景
25HH1312|礁 ~ 海岸 - HH - 理想的な風景
25HH1313|岬 (海岸) - HH - 理想的な風景
25HH1314|海崖または岩山 - HH - 理想的な風景
25HH132|海岸砂丘 - HH - 理想的な風景
25HH1321|砂丘 (海は見えない); 砂丘における - HH - 理想的な風景
25HH133|浜 - HH - 理想的な風景
25HH1331|砂州 - HH - 理想的な風景
25HH1332|干潟 - HH - 理想的な風景
25HH1333|沿岸入江 - HH - 理想的な風景
25HH134|海岸湿地 - HH - 理想的な風景
25HH135|潟, 砂によって形成された潟, 砂利堤防 ~ 海岸 - HH - 理想的な風景
25HH138|沿岸構造物 - HH - 理想的な風景
25HH1381|海岸保全事業, 防波堤 - HH - 理想的な風景
25HH13811|護岸堤防 - HH - 理想的な風景
25HH13812|波除け ~ 防波堤 - HH - 理想的な風景
25HH13813|モグラ ~ 防波堤 - HH - 理想的な風景
25HH14|島 - HH - 理想的な風景
25HH141|半島 - HH - 理想的な風景
25HH142|地峡 - HH - 理想的な風景
25HH15|森林, 森 - HH - 理想的な風景
25HH151|落葉樹林 - HH - 理想的な風景
25HH152|針葉樹林の森林 - HH - 理想的な風景
25HH153|茂み, 低木 ~ 森林 - HH - 理想的な風景
25HH154|森の中の空き地, '森の中の開拓 (Lichtung im Wald)' - HH - 理想的な風景
25HH155|境界, 森の端 - HH - 理想的な風景
25HH156|森の小道または細道 - HH - 理想的な風景
25HH159|森林火災 - HH - 理想的な風景
25HH16|平原 - HH - 理想的な風景
25HH161|草地, サバンナ, プレーリー - HH - 理想的な風景
25HH17|牧草地, 牧場 - HH - 理想的な風景
25HH171|山の草地, 高山 - HH - 理想的な風景
25HH172|ロクス・アモエヌス (locus amoenus)' モチーフ; 樹木を伴う快適な場所 (~ 味覚), 牧草地 (~ 視覚), 春 または 小川 (~ 触覚), 鳥のさえずり (~ 聴覚)と花 (~ 嗅覚) - HH - 理想的な風景
25HH18|耕作地 - HH - 理想的な風景
25HH181|荒地, 無人地帯 - HH - 理想的な風景
25HH19|沼地と干拓地 - HH - 理想的な風景
25HH191|沼地, 内陸湿地, 沼沢地 - HH - 理想的な風景
25HH192|干拓地, 開拓地 - HH - 理想的な風景
25HH1921|揚水設備, ポンプエンジン (~ 干拓地) - HH - 理想的な風景
25HH1922|ポンプエンジンの技術的側面と詳細 - HH - 理想的な風景
25HH193|埋め立てのための排水 - HH - 理想的な風景
25HH199|洪水 - HH - 理想的な風景
25HH1991|破防 - HH - 理想的な風景
25HH1992|洪水時の救助活動 - HH - 理想的な風景
25HH2|水のある風景, 水景, 海景 (温帯における) - HH - 理想的な風景
25HH21|水路 - HH - 理想的な風景
25HH211|春, 川または小川の源 - HH - 理想的な風景
25HH212|小川 - HH - 理想的な風景
25HH213|川 - HH - 理想的な風景
25HH2130|擬人化された川, 'Fiumi' (リーパ) - HH - 理想的な風景
25HH2130(...)|擬人化された川 (名称 を伴う) - HH - 理想的な風景
25HH2130(ADIGE)|アディジェ川の擬人化; 'Adige' (リーパ) - HH - 理想的な風景
25HH2130(ARNO)|アルノ川の擬人化; 'Arno' (リーパ) - HH - 理想的な風景
25HH2130(CLAMOR)|擬人化された川: Clamor - HH - 理想的な風景
25HH2130(DANUBE)|ドナウ川の擬人化; 'Danubio' (リーパ) - HH - 理想的な風景
25HH2130(GANGES)|ガンジス川の擬人化; 'Gange', 'Gange Fiume' (リーパ) - HH - 理想的な風景
25HH2130(INDUS)|インダス川の擬人化; 'Indo' (リーパ) - HH - 理想的な風景
25HH2130(JORDAN)|擬人化された川: ヨルダン川 - HH - 理想的な風景
25HH2130(MEANDER)|メンデレス川の擬人化; 'Historia' (リーパ) - HH - 理想的な風景
25HH2130(NIGER)|ニジェール川の擬人化; 'Niger' (リーパ) - HH - 理想的な風景
25HH2130(NILE)|ナイル川の擬人化; 'Nilo' (リーパ) - HH - 理想的な風景
25HH2130(PO)|ポー川の擬人化; 'Po' (リーパ) - HH - 理想的な風景
25HH2130(RHINE)|擬人化された川: ライン川 - HH - 理想的な風景
25HH2130(TIBER)|テベレ川の擬人化; 'Tevere' (リーパ) - HH - 理想的な風景
25HH2130(TIGRIS)|ティグリス川の擬人化; 'Tigre' (リーパ) - HH - 理想的な風景
25HH2131|渦 - HH - 理想的な風景
25HH214|湖 - HH - 理想的な風景
25HH2141|堰き止められた湖 - HH - 理想的な風景
25HH21411|堰き止め - HH - 理想的な風景
25HH2142|沼沢地, オランダ語： 'ven' - HH - 理想的な風景
25HH2143|池, 水溜り - HH - 理想的な風景
25HH21431|水溜り - HH - 理想的な風景
25HH215|河口 - HH - 理想的な風景
25HH216|滝 - HH - 理想的な風景
25HH2161|急流 - HH - 理想的な風景
25HH217|河岸 - HH - 理想的な風景
25HH2171|堤防, 土手 - HH - 理想的な風景
25HH2172|冠水牧草地 - HH - 理想的な風景
25HH21721|水の下の冠水牧草地 - HH - 理想的な風景
25HH2173|引き船道 - HH - 理想的な風景
25HH219|水無川, 川底 - HH - 理想的な風景
25HH22|運河 - HH - 理想的な風景
25HH221|リフト閘門, 運河甲 - HH - 理想的な風景
25HH222|ダム (運河の) - HH - 理想的な風景
25HH223|水門, せき - HH - 理想的な風景
25HH224|小運河, 溝 - HH - 理想的な風景
25HH225|運河の建設 - HH - 理想的な風景
25HH2251|浚渫機, 浚渫機 - HH - 理想的な風景
25HH23|海 (海景) - HH - 理想的な風景
25HH230|擬人化された海; 'Mare' (リーパ) - HH - 理想的な風景
25HH231|海に関連する現象 - HH - 理想的な風景
25HH2311|波 - HH - 理想的な風景
25HH23111|打ち寄せる波, 砕波 - HH - 理想的な風景
25HH23112|船による波; 逆流 - HH - 理想的な風景
25HH2312|潮 - HH - 理想的な風景
25HH23121|引き潮, 干潮 - HH - 理想的な風景
25HH23122|洪水, 満潮 - HH - 理想的な風景
25HH23123|大潮 - HH - 理想的な風景
25HH23124|潮波 - HH - 理想的な風景
25HH2313|燐光 - HH - 理想的な風景
25HH2314|潮流 - HH - 理想的な風景
25HH23141|大渦巻き - HH - 理想的な風景
25HH2315|深海の - HH - 理想的な風景
25HH2316|海洋底 - HH - 理想的な風景
25HH232|特定の海, 等 - HH - 理想的な風景
25HH2321|海洋 - HH - 理想的な風景
25HH2321(...)|海洋 (名称 を伴う) - HH - 理想的な風景
25HH23210|擬人化された海洋 - HH - 理想的な風景
25HH2322|海 - HH - 理想的な風景
25HH2322(...)|海 (名称 を伴う) - HH - 理想的な風景
25HH2323|大湾, 湾 - HH - 理想的な風景
25HH2323(...)|大湾, 湾 (名称 を伴う) - HH - 理想的な風景
25HH2324|海峡, 瀬戸 - HH - 理想的な風景
25HH2324(...)|海峡, 瀬戸 (名称 を伴う) - HH - 理想的な風景
25HH23241|ヘラクレスの柱 - HH - 理想的な風景
25I|都都市の眺めと人によって造られた建物を伴う景観
25I1|一般的な都市の眺め; 'ヴェドゥータ (ヴェドゥータ (veduta))'
25I10|理想都市 :  25 II 1
25I11|都市の創設
25I111|都市の創設者
25I12|都市の展望, 街の全景, 都市の輪郭
25I13|公共庭園, 公園
25I14|公道
25I141|通り
25I1411|細道, 路地
25I1412|通路
25I1413|坂道; 階段がある通り
25I142|大街路, 広い並木街路, 遊歩道, 散歩道
25I143|波止場
25I144|広場, 場所, 円形広場, 等
25I145|運河, 水域 (都市の)
25I1451|川を横切る都市の橋, 運河, 等
25I14511|構造物のある都市の橋, すなわち 商店, 家屋, 例: フィレンツェのヴェッキオ橋
25I146|城壁
25I1461|城門
25I15|記念碑的な装飾 (都市の)
25I151|装飾的な噴水
25I152|記念碑, 像
25I153|オベリスク, 方尖塔
25I154|螺旋状のフリーズを備えた凱旋門
25I155|塔, 時計塔 ~ 記念碑的な装飾
25I16|公衆便所
25I17|都市の地下構造物
25I171|下水道
25I18|都市の郊外
25I19|大都市
25I2|村
25I21|村の設立
25I22|村の展望, 村の輪郭
25I24|村の公道 
25I241|村の通り
25I2411|村の細道, 路地
25I242|村の大街路, 広い並木街路
25I244|村の広場, 場所
25I245|運河, 水域 (村の)
25I2451|川を横切る村の橋, 運河, 等
25I246|村の壁
25I2461|村の門
25I25|記念碑的な装飾 (村の)
25I251|装飾的な噴水 (村の)
25I28|村の郊外
25I3|風景の中の農場または人里離れた家
25I4|風景の中の工場や水車小屋
25I41|風景の中の風車小屋
25I42|風景の中の水車小屋
25I43|風景の中の工場
25I5|塔や城のある風景
25I6|橋、高架橋または水道橋のある風景
25I7|記念碑のある風景
25I71|立石のある風景
25I8|上記以外の他の人工建造物のある風景, 例: 墓地, 遊び場, 等
25I9|廃墟のある風景
25II|都都市の眺めと人によって造られた建物を伴う景観 - II - 理想的な風景
25II1|一般的な都市の眺め; 'ヴェドゥータ (veduta)' - II - 理想都市
25II10|理想都市 :  25 II 1 - II - 理想都市
25II11|都市の創設 - II - 理想都市
25II111|都市の創設者 - II - 理想都市
25II12|都市の展望, 街の全景, 都市の輪郭 - II - 理想都市
25II13|公共庭園, 公園 - II - 理想都市
25II14|公道 - II - 理想都市
25II141|通り - II - 理想都市
25II1411|細道, 路地 - II - 理想都市
25II1412|通路 - II - 理想都市
25II1413|坂道; 階段がある通り - II - 理想都市
25II142|大街路, 広い並木街路, 遊歩道, 散歩道 - II - 理想都市
25II143|波止場 - II - 理想都市
25II144|広場, 場所, 円形広場, 等 - II - 理想都市
25II145|運河, 水域 (都市の) - II - 理想都市
25II1451|川を横切る都市の橋, 運河, 等 - II - 理想都市
25II14511|構造物のある都市の橋, すなわち 商店, 家屋, 例: フィレンツェのヴェッキオ橋 - II - 理想都市
25II146|城壁 - II - 理想都市
25II1461|城門 - II - 理想都市
25II15|記念碑的な装飾 (都市の) - II - 理想都市
25II151|装飾的な噴水 - II - 理想都市
25II152|記念碑, 像 - II - 理想都市
25II153|オベリスク, 方尖塔 - II - 理想都市
25II154|螺旋状のフリーズを備えた凱旋門 - II - 理想都市
25II155|塔, 時計塔 ~ 記念碑的な装飾 - II - 理想都市
25II16|公衆便所 - II - 理想都市
25II17|都市の地下構造物 - II - 理想都市
25II171|下水道 - II - 理想都市
25II18|都市の郊外 - II - 理想都市
25II19|大都市 - II - 理想都市
25II2|村 - II - 理想的な風景
25II21|村の設立 - II - 理想的な風景
25II22|村の展望, 村の輪郭 - II - 理想的な風景
25II24|村の公道  - II - 理想的な風景
25II241|村の通り - II - 理想的な風景
25II2411|村の細道, 路地 - II - 理想的な風景
25II242|村の大街路, 広い並木街路 - II - 理想的な風景
25II244|村の広場, 場所 - II - 理想的な風景
25II245|運河, 水域 (村の) - II - 理想的な風景
25II2451|川を横切る村の橋, 運河, 等 - II - 理想的な風景
25II246|村の壁 - II - 理想的な風景
25II2461|村の門 - II - 理想的な風景
25II25|記念碑的な装飾 (村の) - II - 理想的な風景
25II251|装飾的な噴水 (村の) - II - 理想的な風景
25II28|村の郊外 - II - 理想的な風景
25II3|風景の中の農場または人里離れた家 - II - 理想的な風景
25II4|風景の中の工場や水車小屋 - II - 理想的な風景
25II41|風景の中の風車小屋 - II - 理想的な風景
25II42|風景の中の水車小屋 - II - 理想的な風景
25II43|風景の中の工場 - II - 理想的な風景
25II5|塔や城のある風景 - II - 理想的な風景
25II6|橋、高架橋または水道橋のある風景 - II - 理想的な風景
25II7|記念碑のある風景 - II - 理想的な風景
25II71|立石のある風景 - II - 理想的な風景
25II8|上記以外の他の人工建造物のある風景, 例: 墓地, 遊び場, 等 - II - 理想的な風景
25II9|廃墟のある風景 - II - 理想的な風景
25K|非温帯の風景, 異国風の風景
25K1|熱帯および亜熱帯地域の風景
25K11|山 (熱帯と亜熱帯地域の)
25K12|峡谷 (熱帯と亜熱帯地域の)
25K121|谷 (熱帯と亜熱帯地域の)
25K13|海岸 (熱帯と亜熱帯地域の)
25K14|島 (熱帯と亜熱帯地域の)
25K141|サンゴ 島
25K142|サンゴ 礁
25K15|ジャングル
25K16|砂漠
25K161|オアシス
25K162|ワジ, 砂漠の水無川
25K17|ステップ, はらっぱ
25K18|耕作地 (熱帯と亜熱帯地域の)
25K181|田んぼ, 水田
25K182|農園
25K19|沼地 (熱帯と亜熱帯地域の)
25K2| 極地の風景
25K21|山 (極地の)
25K211|氷河 (極地の)
25K22|峡谷 (極地の)
25K221|谷 (極地の)
25K23|海岸 (極地の)
25K24|島 (極地の)
25K241|氷山
25K25|ツンドラ, 植生のある土地
25K26|氷原
25K3|異国情緒
25KK|非温帯の風景, 異国風の風景 - KK - 理想的な風景
25KK1| 熱帯および亜熱帯地域の風景 - KK - 理想的な風景
25KK11|山 (熱帯と亜熱帯地域の) - KK - 理想的な風景
25KK12|峡谷 (熱帯と亜熱帯地域の) - KK - 理想的な風景
25KK121|谷 (熱帯と亜熱帯地域の) - KK - 理想的な風景
25KK13|海岸 (熱帯と亜熱帯地域の) - KK - 理想的な風景
25KK14|島 (熱帯と亜熱帯地域の) - KK - 理想的な風景
25KK141|サンゴ 島 - KK - 理想的な風景
25KK142|サンゴ 礁 - KK - 理想的な風景
25KK15|ジャングル - KK - 理想的な風景
25KK16|砂漠 - KK - 理想的な風景
25KK161|オアシス - KK - 理想的な風景
25KK162|ワジ, 砂漠の水無川 - KK - 理想的な風景
25KK17|ステップ, はらっぱ - KK - 理想的な風景
25KK18|耕作地 (熱帯と亜熱帯地域の) - KK - 理想的な風景
25KK181| 田んぼ, 水田 - KK - 理想的な風景
25KK182|農園 - KK - 理想的な風景
25KK19|沼地 (熱帯と亜熱帯地域の) - KK - 理想的な風景
25KK2| 極地の風景 - KK - 理想的な風景
25KK21|山 (極地の) - KK - 理想的な風景
25KK211|氷河 (極地の) - KK - 理想的な風景
25KK22|峡谷 (極地の) - KK - 理想的な風景
25KK221|谷 (極地の) - KK - 理想的な風景
25KK23|海岸 (極地の) - KK - 理想的な風景
25KK24|島 (極地の) - KK - 理想的な風景
25KK241|氷山 - KK - 理想的な風景
25KK25|ツンドラ, 植生のある土地 - KK - 理想的な風景
25KK26|氷原 - KK - 理想的な風景
25KK3|異国情緒 - KK - 理想化された異国情緒
25L|寓意的または象徴的に表される都市
25L(...)|寓意的または象徴的に表される都市 (名称 を伴う)
25L(...)0|寓意的または象徴的に表される都市 (名称 を伴う) - 都市の擬人化, 町の守護聖人 (聖女)
25L(...)1|寓意的または象徴的に表される都市 (名称 を伴う) - 象徴的に表される都市
25L(...)11|寓意的または象徴的に表される都市 (名称 を伴う) - 街を形つくる冠
25L(ROME)|寓意的または象徴的に表される都市: ローマ
25L(ROME)0|寓意的または象徴的に表される都市: ローマ - 都市の擬人化, 町の守護聖人 (聖女)
25L(ROME)1|寓意的または象徴的に表される都市: ローマ - 象徴的に表される都市
25L(ROME)11|寓意的または象徴的に表される都市: ローマ - 街を形つくる冠
25L0|都市の擬人化, 町の守護聖人 (聖女)
25L1|象徴的に表される都市
25L11|街を形つくる冠, 城壁冠
25M|世界七不思議
25M1|エジプトのピラミッド (世界の不思議)
25M2|バビロンのセミラミスの空中庭園 (世界の不思議)
25M3|エフェソスのアルテミス神殿 (世界の不思議)
25M4|フェイディアスのゼウス像 (世界の不思議)
25M5|ハリカルナッソスのマウソロス霊廟 (世界の不思議)
25M6|ロードス島の巨像 (世界の不思議)
25M7|アレクサンドリアの大灯台  (世界の不思議)
25M8|世界の不思議の中に含まれることもあるその他の記念碑
25M8(...)|世界の不思議の中に含まれることもあるその他の記念碑 (名称 を伴う)
25N|架空の国家
25N(...)|架空の国家 (名称 を伴う)
25N(ATLANTIS)|架空の国家: アトランティス
25N1|怠け者の天国
26|気象現象
26A|雲
26A1|上層雲
26A11|巻雲 (上層雲)
26A12|巻層雲
26A2|中層雲
26A21|巻積雲, すなわち サバ 雲
26A22|高積雲
26A23|高層雲
26A3|下層雲
26A31|層積雲
26A32|雨雲
26A4|下層雲と上昇気流に由来する雲
26A41|積雲, すなわち 快晴時の雲
26A42|積乱雲, すなわち 雷雲
26A5|均等に広がるもや
26A51|層雲
26B|雨
26B0|Pioggia (雨), 空気の精 (ninfa dell'aria)' (リーパ)
26B1|かすみ, 霧
26B2|虹
26B20|Iride (虹), 空気の精 (ninfa dell'aria)' (リーパ)
26B3|露
26B30|Rugiada (露), 空気の精 (ninfa dell'aria)' (リーパ)
26B4|どしゃ降り, しゅう雨
26B9|干ばつ
26C|風
26C0|Venti (風)' (リーパ)
26C1|いくつかの方位による風
26C11|風の4方位 
26C111|北風 (4方位のうちのひとつ)
26C112|東風 (4方位のうちのひとつ)
26C113|南風 (4方位のうちのひとつ)
26C114|西風 (4方位のうちのひとつ)
26C12|8方位の風向きの区分
26C121|北風, 'Aquilo', 'Boreas', 'Septentrionarius' (8方位のうちのひとつ)
26C122|北東風, 'Kaikias' (Caecias) (8方位のうちのひとつ)
26C123|東風, 'Subsol肛門' (8方位のうちのひとつ)
26C124|南東風, 'Eurus', 'Volturnus'; 'Euro' (リーパ) (8方位のうちのひとつ)
26C125|南風, 'Auster', 'Notus' (8方位のうちのひとつ)
26C126|南西風, 'Africus' (8方位のうちのひとつ)
26C127|西風, 'Favonius', 'Zephirus' (8方位のうちのひとつ)
26C128|北西風, 'Iapyx', 'Caurus' (8方位のうちのひとつ)
26C13|16方位の風向きの区分
26C131|16方位の風向きの区分, 北から南へ, 時計回り
26C1311|北風 (N) (16方位のうちのひとつ)
26C1312|北北東風 (NNE) (16方位のうちのひとつ)
26C1313|北東風 (NE) (16方位のうちのひとつ)
26C1314|東北東風 (ENE) (16方位のうちのひとつ)
26C1315|東風 (E) (16方位のうちのひとつ)
26C1316|東南東風 (ESE) (16方位のうちのひとつ)
26C1317|南東風 (SE) (16方位のうちのひとつ)
26C1318|南南東風 (SSE) (16方位のうちのひとつ)
26C132|南から北へ, 時計回り
26C1321|南風 (S) (16方位のうちのひとつ)
26C1322|南南西風 (SSW) (16方位のうちのひとつ)
26C1323|南西風 (SW) (16方位のうちのひとつ)
26C1324|西南西風 (WSW) (16方位のうちのひとつ)
26C1325|西風 (W) (16方位のうちのひとつ)
26C1326|西北西風 (WNW) (16方位のうちのひとつ)
26C1327|北西風 (NW) (16方位のうちのひとつ)
26C1328|北北西風 (NNW) (16方位のうちのひとつ)
26C14|風のその他の区分
26C2|強さによる風の区分
26C21|風の強さの海事用語
26C21(...)|風の強さの海事用語 (名称 を伴う)
26C22|ビューフォート風力階級
26C3|嵐
26C31|陸上の嵐
26C32|海の嵐
26C33|砂嵐
26C34|雪嵐
26C35|旋風, サイクロン, ハリケーン, 台風, トルネード
26C351|陸の旋風, サイクロン, ハリケーン, 台風, トルネード
26C352|海の旋風, サイクロン, ハリケーン, 台風, トルネード
26C4|風向計
26C41|風見鶏
26C42|吹き流し
26C5|晴雨計
26C6|人間の顔としての風, 頬を膨らませて息を吹く
26C61|頭に翼が付いている
26C9|無風, なぎ
26D|霜, 氷点下の天気
26D1|雪
26D11|雪崩
26D111|雪崩に対する保護
26D2|あられ
26D3|雨氷, 白霜
26D4|氷 ~ 氷点下の天気
26D41|流氷
26D42|氷柱
26D5|厳冬
26D9|雪解け
26E|雷雨
26E1|雷
26E2|稲光, 稲妻の閃光, 落雷
26E21|避雷針
26E22|雷による事故
26E3|その他の電気気象現象
26E31|聖エルモの火
26E32|オーロラ, '黎明 (Aurora) borealis'
26F|良天候と悪天候
26F1|良天候
26F10|大気の健全さと清廉さ (Salubrità o purità dell'aria)' (リーパ)
26F11|熱波
26F111|日射病
26F2|悪天候
26F21|寒波
26F22|Pruina', 冬の天候
26F3|天候の影響, 例: 干ばつの後, 嵐の前, サイクロンの後
26G|蜃気楼, 'fata morgana'
26H|さらに他の気象現象
29|超現実的表象, 超現実的な表現
29A|人間のように振る舞う動物
29A1|mundus inversus', 逆の世界, 逆さまの世界, 'le monde bestourné'
29A2|人間のように振る舞うまたは人間に比する植物類 または 樹木
29B|人間または動物のように振る舞う植物
29C|生命を宿す物体, 例: 操り人形
29D|表現として解釈される石, 森, 雲等における自然形  
3|人間, 一般的な人
31|一般的な生物学的意味における人
31A|人間の姿 (裸体); 'Corpo humano' (リーパ)
31A1|規準, 均整
31A11|立ち姿 (規準, 均整)
31A12|円形または正方形の中の姿, 脚を離し、腕を上げたり横に伸ばしたする
31A13|その他の体系または規準
31A14|理想的な均整の取れた人体, 例: アカデミーのヌード
31A140|理想的な均整の取れた人体の寓意的表現
31A141|覆われた性器のヌード
31A19|homo Platonis', 'animal bipes implume'
31A2|解剖学 (非医学的な)
31A21|(人間の) 骸骨
31A211|(人間の) 頭蓋骨
31A2111|顎 (人間の)
31A2112|歯
31A21121|前歯
31A21122|奥歯, 大臼歯
31A212|胸郭
31A2121|肋骨
31A2122|脊椎
31A2123|鎖骨
31A2124|肩甲骨
31A213|骨盤
31A214|腕の骨
31A2141|上腕骨
31A2142|橈骨と尺骨, 前腕骨
31A2143|手根骨と中手骨, 手の部分
31A2144|指節骨
31A215|脚の骨
31A2151|大腿骨, 上肢骨
31A2152|脛骨と腓骨, 下肢骨
31A2153|足根骨と中足骨, 足の部分
31A2154|趾節骨
31A216|一般的な骨 (人体)
31A22|人体の部分 (骸骨を除く)
31A221|頭 (人間)
31A2211|顔
31A22111|顔の部分
31A22111(...)|顔の部分 (名称 を伴う)
31A22111(LIPS)|顔の部分: 唇
31A22111(NOSE)|顔の部分: 鼻
31A2212|両目
31A22121|imago omnia videntis'
31A2213|両耳
31A2214|口
31A22141|舌
31A2215|頭 (内部)
31A22151|脳
31A22152|鼻腔
31A22153|口と喉頭
31A222|胸部
31A2221|心臓
31A22210|心臓の象徴
31A222101|冒涜的な心臓の象徴 ~ 愛
31A22211|心臓の部分
31A2222|肺, 気管支
31A22221|呼吸
31A22222|息切れ
31A22229|窒息
31A2223|胸
31A22231|乳首
31A22232|乳を与える胸
31A2224|肩
31A2225|背中
31A2226|胴
31A223|腹部 (人間)
31A2231|外部の様相 ~ 腹部
31A22311|臍
31A22312|腰
31A2232|腺
31A22321|肝臓 (人体解剖学)
31A22322|胆嚢
31A22323|脾臓
31A22324|腎臓
31A2233|胃
31A22331|食道
31A2234|腸
31A2235|膀胱
31A2236|生殖器 (人間の)
31A22361|男性生殖器
31A223611|睾丸
31A223612|陰茎, 男根
31A2236121|男根の像, 'phallos'
31A223613|精子
31A22362|女性生殖器
31A223621|子宮
31A2236211|胎児のいる子宮
31A223622|卵巣
31A223623|月経
31A223624|膣
31A2237|臀部, 'partes posteriores'
31A22371|肛門
31A224|両腕
31A2241|上腕
31A2242|肘
31A2243|前腕
31A2244|腕
31A2245|手
31A22451|手形
31A2246|指
31A22461|親指
31A22462|人差し指
31A22463|中指
31A22464|薬指
31A22465|小指
31A2247|爪 (指)
31A225|両脚
31A2251|上肢
31A2252|膝
31A2253|下肢
31A2254|足首
31A2255|足
31A22551|踵
31A22552|足跡
31A2256|足指
31A2257|爪 (足指)
31A226|その他の解剖学的詳細
31A2261|血液循環
31A22611|血液
31A22612|動脈
31A22613|静脈
31A2262|皮膚 (人間)
31A22621|髪
31A22622|体毛
31A22623|陰毛
31A22624|
31A2263|筋肉
31A2264|腱
31A2265|神経
31A23|人物像の姿勢
31A231|立像
31A2311|コントラポスト (contrapposto)', 'Standbein und Spielbein'
31A2312|フィグーラ・セルペンティナータ (figura serpentinata)'
31A2313|片足立ち
31A2319|頭または手に立つ
31A232|傾いた姿
31A2321|前屈み
31A2322|後ろへもたれる
31A2323|横に傾く
31A233|跪く姿
31A2331|両膝で跪く
31A234|しゃがむ, しゃがむ姿
31A2341|群像
31A235|座像
31A2351|地面に座る
31A2352|小高いところに座る
31A2353|膝に腕や肘をつけて座る
31A23531|太ももや膝の上に手 (両手)を置いて座る
31A2354|誰かの膝の上に座る
31A236|横臥像
31A2361|上半身を持ち上げて仰向けに寝そべる
31A2362|うつ伏せ
31A2363|横向きに寝る, 伸びをする
31A2364|横向きに寝る, 上半身を起こし、腕に寄りかかる
31A2365|頭の下に手を置いて仰向けに寝る
31A2366|頭の下に手を置いてうつ伏せになる
31A237|ぶら下がる姿 (腕、脚で, 等)
31A2371|両手でぶら下がる
31A23711|片手でぶら下がる
31A2372|両脚でぶら下がる
31A23721|片脚でぶら下がる
31A2373|その他の身体の部分でぶら下がる
31A23731|髪でぶら下がる
31A23732|歯でぶら下がる
31A239|人体のその他の姿勢, 上記に示されていないまたは言及されていないもの
31A2391|曲がった姿
31A24|頭部の姿勢
31A241|通常の直立姿勢での頭部
31A242|横向きの頭部
31A2421|左向きの頭部
31A2422|右向きの頭部
31A243|後ろ向きに曲がった頭部
31A244|前方に曲がった頭部; お辞儀
31A245|左に傾いている頭部
31A246|右に傾いている頭部
31A247|振り返る
31A249|その他の頭部の姿勢, 上記に示されていないまたは言及されていないもの
31A25|腕と手の姿勢と身ぶり
31A251|一般的な腕と手の姿勢と身ぶり
31A2511|上方に上げられた腕
31A25111|両腕を上げる, 指を閉じた状態で
31A25112|片腕を上げる, 指を開いた状態で
31A25113|片腕を上げる, 拳と共に
31A2512|前方に伸ばされた腕
31A2513|横に伸ばされた腕
31A2514|後ろ手に腕を組む
31A2515|下方に下された腕
31A2516|身体の前方で腕または手を抱える
31A25161|胸の前方で腕または手を抱える
31A251611|胸を支える手
31A25162|手を胸に当てる
31A25163|胸を打つ手
31A25164|胸をあらわにする手
31A25165|腹部の上で組まれた腕
31A2517|身体の後ろで曲げられた腕または手
31A25171|背中の後ろで曲げられた腕
31A25172|頭の後ろの手
31A2518|腰に置かれた手
31A2519|見えない手
31A25191|ポケットの中の手
31A25192|袖の中の手
31A25193|胸に置いた手 (または 胃), 衣服の開口部に滑り込んだ
31A252|互いに関連した腕と手の姿勢と身ぶり
31A2521|腕組み
31A25211|腕組み, 背中の後ろで
31A25212|腕組み 胸の上で
31A2522|合掌
31A25221|指を組んで合掌
31A25222|こする, 手をもむ
31A2523|互いの手
31A25231|互いの手の指先を合わせる
31A2524|引数を数える, 指で計算する
31A2525|互いの上に手
31A253|頭部に関連した腕と手の姿勢と身ぶり
31A2531|頭部の方に曲げられた手 (両手)
31A25311|caput manui innixum', 手 (両手) に抱えられた頭部
31A25312|手 (両手) に抱えられた頭部, 肘が高い位置または膝の上にもたれかかっている
31A25313|頭部を覆う, 顔の上にドレーパリーを描く
31A25314|頭部の後ろ側に手 (両手)
31A2532|髭に触れている手
31A2533|額に向けられる手
31A25331|人差し指で額に指をさす
31A25332|cornuto', すなわち 額の上の方で人差し指と小指が上げられた状態
31A2534|目 (両目) の近くの手 (両手)
