2|Nature
31A2144|phalanges des doigts
31A215|os de la jambe
31A2151|fémur, os de la cuisse
31A2152|tibia et péroné, os de la jambe
31A2153|tarse et métatarse, parties du pied
31A2154|phalanges des orteils
31A216|os en général (le corps humain)
31A22|parties du corps humain (sauf le squelette)
31A221|tête (humaine)
31A2211|visage
31A22111|parties du visage
31A22111(...)|parties du visage (avec NOM)
31A22111(LIPS)|parties du visage : lèvres
31A22111(NOSE)|partie du visage : nez
31A2212|yeux
31A22121|'imago omnia videntis'
31A2213|oreilles
31A2214|bouche
31A22141|langue
31A2215|tête (parties internes)
31A22151|cerveau
31A22152|cavité nasale
31A22153|cavité buccale et gutturale
31A222|poitrine, buste
31A2221|coeur
31A22210|symbolisme du coeur
31A222101|symbolisme profane du coeur ~ amour
31A22211|parties du coeur
31A2222|poumons, bronches
31A22221|respirer, respiration
31A22222|chercher sa respiration, haleter
31A22229|suffoquer
31A2223|seins
31A22231|mamelons
31A22232|seins d'où jaillit du lait
31A2224|épaule
31A2225|dos
31A2226|torse
31A223|abdomen, ventre (corps humain)
31A2231|aspects extérieurs ~ abdomen
31A22311|nombril
31A22312|hanche
31A2232|glandes
31A22321|foie (corps humain)
31A22322|vésicule biliaire
31A22323|rate
31A22324|rein
31A2233|estomac
31A22331|oesophage
31A2234|intestins
31A2235|vessie
31A2236|organes sexuels (humains)
31A22361|organes sexuels mâles
31A223611|testicules
31A223612|pénis, phallus
31A2236121|image phallique, 'phallos'
31A223613|sperme
31A22362|organes sexuels féminins
31A223621|utérus, matrice
31A2236211|utérus avec foetus
31A223622|ovaires
31A223623|menstruation
31A223624|vagin
31A2237|fesses, derrière, 'partes posteriores'
31A22371|anus
31A224|bras
31A2241|bras supérieur
31A2242|coude
31A2243|avant-bras
31A2244|poignet
31A2245|main
31A22451|empreinte de la main
31A2246|doigts
31A22461|pouce
31A22462|l'index
31A22463|le majeur, le médius
31A22464|l'annulaire
31A22465|le petit doigt, l'auriculaire
31A2247|ongles (doigts)
31A225|membres inférieurs
31A2251|cuisse
31A2252|genou
31A2253|jambe
31A2254|cheville
31A2255|pied
31A22551|talon
31A22552|empreinte du pied, trace
31A2256|orteils
31A2257|ongles (orteils)
31A226|autres détails anatomiques
31A2261|circulation sanguine
31A22611|sang
31A22612|artères
31A22613|veines
31A2262|peau (humaine)
31A22621|cheveux
31A22622|poils du corps
31A22623|poils du pubis
31A22624|couleur de peau
31A22624(...)|couleur de peau (avec numéro FITZPATRICK
31A2263|muscles
31A2264|tendons
31A2265|nerfs
31A23|attitudes de la figure humaine
31A231|figure debout
31A2311|'contrapposto', 'Standbein und Spielbein'
31A2312|'figura serpentinata'
31A2313|debout sur un pied
31A2319|debout sur la tête ou les mains
31A232|figure prenant appui
31A2321|incliné en avant
31A2322|incliné en arrière
31A2323|incliné de côté
31A233|figure agenouillée
31A2331|agenouillé sur les deux genoux
31A234|figure accroupie
31A2341|figure ramassée sur elle-même
31A235|figure assise
31A2351|assis par terre
31A2352|assis sur une élévation
31A2353|assis avec les bras ou les coudes sur les genoux
31A23531|assis avec la (les) main(s) reposant sur la cuisse ou le genou
31A2354|assis sur les genoux de quelqu'un
31A236|figure couchée
31A2361|couché sur le dos avec la partie supérieure du corps surélevée
31A2362|couché la face contre terre
31A2363|couché sur un flanc, étendu
31A2364|couché sur le flanc en s'appuyant sur un bras, la partie supérieure du corps étant surélevée
31A2365|couché sur le dos avec les mains derrière la tête
31A2366|couché la face contre terre avec les mains sous la tête
31A237|figure suspendue (par les bras, les jambes, etc.)
31A2371|pendu par les bras
31A23711|pendu à un seul bras
31A2372|pendu par les pieds
31A23721|pendu à un seul pied
31A2373|pendu par d'autres parties du corps
31A23731|pendu par les cheveux
31A23732|pendu aux dents
31A239|autres attitudes de la figure humaine, non proposées ou mentionnées ci-dessus
31A2391|figure se baissant
31A24|attitudes de la tête
31A241|tête en position normale verticale
31A242|tête tournée de côté
31A2421|tête tournée vers la gauche
31A2422|tête tournée vers la droite
31A243|tête penchée vers l'arrière
31A244|tête penchée vers l'avant; saluant
31A245|tête inclinée vers la gauche
31A246|tête inclinée vers la droite
31A247|regarder par-dessus l'épaule
31A249|autres positions de la tête, non proposées ou mentionnées ci-dessus
31A25|positions et gestes des bras et des mains
31A251|positions des bras et des mains en général
31A2511|bras levé verticalement
31A25111|bras levé, avec doigts rapprochés
31A25112|bras levé, avec doigts écartés
31A25113|bras levé, avec poing serré
31A2512|bras tendus devant le corps
31A2513|bras tendus de côté
31A2514|bras tenu par derrière
31A2515|bras tenu vers le bas
31A2516|bras ou main tenue devant le corps
31A25161|bras ou main tenue devant la poitrine
31A251611|main tenant la poitrine
31A25162|main sur le coeur
31A25163|main frappant la poitrine
31A25164|main découvrant la poitrine
31A25165|mains jointes devant le ventre
31A2517|bras ou main pliée derrière le corps
31A25171|bras plié derrière le dos
31A25172|main derrière la tête
31A2518|main sur la hanche
31A2519|main invisible
31A25191|main dans la poche
31A25192|main dans la manche
31A25193|main sur la poitrine (ou l'estomac), glissée dans une ouverture du vêtement
31A252|positions et gestes corrélés des bras et des mains
31A2521|bras croisés
31A25211|bras croisés derrière le dos
31A25212|bras croisés sur la poitrine
31A2522|mains jointes
31A25221|mains rassemblées avec doigts entrecroisés
31A25222|se frotter, se tordre les mains
31A2523|mains l'une contre l'autre
31A25231|mains dont des doigts se touchent par les bouts
31A2524|énumérer les arguments, calculer sur les doigts
31A2525|mains posées l'une sur l'autre
31A253|positions et gestes des bras et des mains par rapport à la tête
31A2531|main(s) pliée(s) vers la tête
31A25311|'caput manui innixum', tête tenue dans la (les) main(s)
31A25312|tête tenue dans la (les) main(s), avec les coudes reposant sur une élévation ou sur les genoux
31A25313|se couvrir la tête, se voiler la face
31A25314|mains derrière la tête
31A2532|main touchant la barbe
31A2533|main dirigée vers le front
31A25331|pointer avec l'index vers le front
31A25332|'cornuto' : l'index levé et l'auriculaire courbé tenus au-dessus du front
31A2534|main(s) dirigée(s) vers un ou les yeux
31A25341|regarder avec la main en visière
31A25342|jeter un coup d'oeil à travers les doigts
31A25343|se frotter les yeux
31A25344|essuyer ses larmes
31A2535|main(s) dirigée(s) vers le nez
31A25351|tenir son nez
31A2536|main(s) dirigée(s) vers la bouche
31A25361|siffler sur les doigts
31A25362|tirant les coins de la bouche
31A2537|main(s) dirigée(s) vers une ou les deux oreilles
31A25371|mettre la main en cornet autour de l'oreille
31A25372|se gratter l'oreille
31A25373|couvrir ses oreilles
31A254|positions et gestes du (des) bras et de la (des) main(s) en relation avec une autre personne
31A2541|tenir quelqu'un par le bras
31A25411|se promener bras dessus, bras dessous
31A2542|imposition des mains
31A2543|saisir quelqu'un par la main ou le poignet; mains serrées
31A25431|trois ou plusieurs mains serrées, symbolisant 'l'Unité fait la Force'
31A25432|mener quelqu'un par la main ou le poignet
31A25433|'immixtio manuum', placer des mains jointes entre les mains d'une autre personne
31A25434|frapper les paumes l'un à l'autre
31A2544|saisir quelqu'un par la tête
31A25441|saisir quelqu'un par les cheveux
31A25442|saisir quelqu'un par le cou
31A25443|saisir quelqu'un à la gorge
31A2545|saisir quelqu'un par les épaules
31A2546|saisir quelqu'un par les jambes
31A25461|saisir quelqu'un par les pieds
31A2549|saisir quelqu'un par une autre partie du corps
31A255|positions et gestes des mains et des doigts
31A2551|positions et gestes des mains
31A25511|doigts fermés
31A25512|doigts écartés
31A25513|main fermée, poing
31A2552|positions et gestes de la paume, du creux de la main
31A25521|la paume de la main tournée vers le haut
31A25522|la paume de la main tournée vers le bas
31A2553|positions et gestes du pouce
31A25531|le pouce levé
31A25532|le pouce baissé
31A2554|positions et gestes du pouce et des autres doigts
31A25541|se frotter le bout de l'index avec le pouce
31A25542|le pouce entre l'index et le médius
31A25543|faire claquer ses doigts
31A2555|positions et gestes de l'index
31A25551|l'index levé
31A25552|l'index pointé en avant, indiquer
31A25553|courber le doigt vers une personne, faire signe
31A2556|positions et gestes de l'index et du médius
31A25561|l'index et le médius levés, l'un contre l'autre
31A25562|l'index et le médius levés, écartés; le V de la victoire
31A2559|positions et gestes des autres doigts
31A256|langage gestuel
31A259|encore d'autres positions et gestes du (des) bras et de la (des) main(s) non proposés ou mentionnés dans 31 A 25 1 jusqu'à 31 A 25 6
31A26|positions des jambes
31A261|les deux jambes dans la même position
31A2611|les deux jambes verticales
31A26111|debout, ou prenant appui, avec les deux jambes verticales, l'une à côté de l'autre, les pieds plat sur le sol
31A26112|debout, ou prenant appui, avec les deux jambes verticales, l'une à côté de l'autre, haussé sur la pointe des pieds
31A26113|assis ou couché avec les deux jambes verticales, l'une à côté de l'autre
31A26114|debout, prenant appui, assis ou couché avec les jambes écartées
31A26115|couché avec les jambes levées, étendues
31A2612|les deux jambes repliées
31A26121|debout avec les jambes pliées, l'une à côté de l'autre
31A26122|assis avec les jambes pliées l'une à côté de l'autre
31A26123|accroupi avec les jambes l'une à côté de l'autre
31A26124|les deux jambes pliées, l'une à côté de l'autre, les genoux par terre; à genoux
31A26125|les deux jambes pliées, l'une à côté de l'autre, les genoux ramenés contre la poitrine
31A26126|debout avec les jambes pliées, écartées
31A26127|assis avec les jambes pliées, écartées
31A26128|assis ou couché avec les jambes pliées relevées ou rehaussées
31A26129|assis avec les jambes croisées en tailleur
31A261291|assis dans l'attitude de Bouddha, la position du 'lotus'
31A262|les jambes dans des positions divergentes
31A2621|une jambe devant l'autre
31A26211|une jambe devant l'autre, position de la marche
31A26212|une jambe devant l'autre, un genou plié; qui allonge une botte
31A26213|les jambes pliées avec les genoux par terre, l'un devant l'autre
31A2622|jambes pliées vers l'avant ou l'arrière, avec un genou ou un pied posé sur une élévation
31A2623|debout sur une jambe, l'autre jambe à l'avant
31A26231|debout sur une jambe, l'autre jambe droite, à l'avant
31A262311|debout sur une jambe, l'autre jambe en extension (presque) horizontale; pas de l'oie, 'Hahnentritt'
31A26232|debout sur une jambe, l'autre jambe fléchie, à l'avant
31A262321|debout sur une jambe, l'autre jambe pliée et relevée, à l'avant
31A262322|debout sur une jambe, l'autre jambe à l'avant, tenue par la (les) main(s)
31A2624|debout sur une jambe, l'autre jambe tenue sur le côté
31A26241|debout sur une jambe, l'autre jambe tenue droite sur le côté
31A26242|debout sur une jambe, l'autre jambe tenue courbée sur le côté
31A2625|debout sur un pied, l'autre jambe à l'arrière
31A26251|debout sur une jambe, l'autre jambe tenue droite à l'arrière
31A26252|debout sur une jambe, l'autre jambe tenue courbée à l'arrière
31A262521|debout sur une jambe, l'autre jambe tenue courbée et ramassée à l'arrière
31A262522|debout sur une jambe, l'autre jambe tenue à l'arrière par la (les) main(s)
31A2626|assis ou couché avec une jambe tendue à l'avant et l'autre ramassée
31A2627|debout, prenant appui, assis ou couché avec les jambes croisées
31A2628|assis avec le côté d'un pied reposant sur le genou de l'autre jambe
31A27|mouvements du corps humain
31A271|mouvement du corps humain vers l'avant
31A2711|marcher
31A27111|arpenter, aller à grandes enjambées
31A27112|courir
31A27113|se promener, flâner
31A2712|ramper, marcher à quatre pattes
31A27121|marcher sur ses genoux
31A2713|chanceler, tituber, vaciller
31A2714|sautiller
31A2715|rouler
31A2716|culbuter (avec les mains touchant la terre)
31A2717|marcher sur les mains
31A2719|mouvement vers l'arrière
31A272|mouvement vers le haut ou le bas
31A2721|sautiller
31A2722|se hisser
31A2723|monter
31A2724|sauter en bas
31A2725|descendre
31A2726|écraser, marcher sur, piétiner quelqu'un ou quelque chose
31A273|mouvement passif
31A2731|tomber
31A2732|glisser
31A27321|trébucher
31A2733|être porté
31A27331|être soutenu
31A2734|être tiré
31A2735|être jeté
31A274|mouvements ~ objets
31A2741|lancer quelque chose
31A27411|lâcher quelque chose
31A27412|jeter quelque chose vers le bas
31A2742|étendre le bras pour prendre quelque chose
31A2743|frapper, cogner quelque chose
31A2744|donner un coup de pied à quelque chose
31A2745|saisir quelque chose
31A2746|casser quelque chose
31A2747|tirer quelque chose
31A2748|pousser quelque chose
31A27481|(faire) tourner quelque chose, (occasionner un) mouvement circulaire, rotatif
31A275|quelques autres mouvements
31A2751|s'enrouler, se pelotonner (mouvement du corps humain)
31A2752|s'étirer (mouvement du corps humain)
31A2753|pivoter, tordre (mouvement du corps humain)
31A2754|mouvements des bras
31A2755|mouvements des jambes
31A2756|le roulé-boulé
31A2757|la roue (tourner latéralement sur soi-même)
31A276|mouvement dans l'air
31A2761|s'élever (mouvement dans l'air)
31A2762|voler (mouvement dans l'air)
31A2763|flotter dans l'air
31A27631|assis ou debout sur des nuages
31A2764|tomber du ciel
31A2765|saut périlleux, 'salto mortale' (mouvement dans l'air)
31A277|mouvement dans l'eau
31A2771|patauger, barboter
31A2772|baigner (mouvement dans l'eau)
31A2773|nager (mouvement dans l'eau)
31A2774|flotter (mouvement dans l'eau)
31A2775|plonger(mouvement dans l'eau)
31A2776|s'enfoncer (mouvement dans l'eau)
31A2777|être en suspension (mouvement dans l'eau)
31A2778|émerger de l'eau
31A2779|marcher sur l'eau
31A28|l'homme et son ombre
31A281|ombre vendue au diable
31A2811|homme sans son ombre
31A282|homme suivant son ombre
31A283|homme combattant son ombre
31A3|les (cinq) sens
31A30|'Sensi', 'Sensi, come si possono rappresentare in una figura sola', 'Senso', 'Sentimenti del corpo' (Ripa)
31A31|la vue, vision (un des cinq sens)
31A310|'Viso' (Ripa)
31A311|lunettes
31A3111|monocle, lorgnette simple
31A3112|lunettes solaires, verres sombres, teintés
31A312|loupe
31A313|'figura cuncta videntis'
31A314|épier quelqu'un
31A319|entrave à la vision
31A3191|bandeau sur les yeux
31A32|l'ouïe, entendre (un des cinq sens)
31A320|'Udito' (Ripa)
31A321|appareil acoustique
31A329|oreille indiscrète
31A33|l'odorat, sentir (un des cinq sens)
31A330|'Odorato' (Ripa)
31A331|odeur plaisante
31A332|mauvaise odeur, odeur répugnante
31A34|le goût, goûter (un des cinq sens)
31A340|'Gusto' (Ripa)
31A341|goût agréable opposé à goût désagréable
31A3411|goût agréable
31A3412|goût désagréable
31A342|sucré (goût)
31A3420|gout sucré, représenté allégoriquement ou symboliquement
31A343|salé (goût)
31A344|acide (goût)
31A345|amère (goût)
31A3450|gout amère, représenté allégoriquement ou symboliquement 
31A35|le toucher (un des cinq sens)
31A350|'Tatto' (Ripa)
31A351|toucher agréable
31A352|toucher désagréable
31A4|infirmités, difformités et monstruosités; maladies
31A41|infirmités, difformités
31A411|infirmités touchant la vue
31A4111|aveugle, cécité
31A41111|l'aveugle guidant l'aveugle (Matthieu 15:14)
31A41112|le boiteux menant l'aveugle
31A41113|l'aveugle frappant le cochon
31A4112|loucher; strabisme
31A4113|cataracte
31A4114|myopie
31A4115|presbytie, hypermétropie
31A412|sourd, surdité
31A4121|sourd-muet
31A413|difformités de la tête
31A4131|bec-de-lièvre
31A414|paralytique
31A415|estropié
31A4151|pied-bot
31A4152|jambe de bois
31A4153|béquilles
31A4154|fauteuil roulant, voiture de malade
31A4155|attache, appareil orthopédique
31A416|courbé, personne courbée
31A417|bossu
31A418|albinos
31A419|personne mutilée
31A4191|personne avec un seul bras
31A42|êtres humains (légendaires ou non) de proportions, de taille ou de force anormale
31A421|géants, colosses
31A422|nains
31A4221|pygmées
31A4222|lutins, farfadets
31A4223|'grylloi'
31A423|êtres humains ayant des facultés surhumaines ou aux exploits surhumains
31A423(...)|êtres humains ayant des facultés surhumaines ou aux exploits surhumains (avec NOM)
31A43|naissance multiple (légendaire)
31A431|un très grand nombre de naissances
31A431(...)|un très grand nombre de naissances (avec NOMBRE)
31A44|êtres anthropomorphes (légendaires ou non) ayant des têtes, des membres ou des organes en quantité anormale, de conformation anormale, ou ayant une position anormale
31A441|êtres anthropomorphes ayant des parties qui font défaut
31A4411|'Acephalia', 'Blemyae' : êtres sans tête
31A4412|'Scopodes', 'Sciapodes' : êtres à une seule jambe
31A4413|êtres n'ayant qu'un seul oeil
31A4414|'Acheiroi' : êtres sans mains
31A442|êtres anthropomorphes ayant des parties en nombre excessif
31A4421|être à trois visages, 'vultus trifrons'
31A44211|'caput triciput', 'signum triceps', tricéphale
31A4422|êtres anthropomorphes à deux torses
31A443|êtres anthropomorphes ayant des membres, organes, etc. placés anormalement
31A4431|'oculi in humeris habentes'
31A444|êtres anthropomorphes ayant des parties de conformation anormale
31A4441|velu
31A44411|homme sauvage
31A44412|personne à grande barbe
31A45|monstres anthropo-zoomorphiques; 'Mostri' (Ripa)
31A451|monstres ~ animaux en général (d'espèce indéfinie)
31A4511|monstres à tête d'animal
31A45111|monstres ayant trois têtes animales
31A4512|animaux à tête humaine
31A4512(...)|animaux à tête humaine (avec NOM)
31A452|monstres ~ mammifères
31A4521|monstres ~ animaux domestiques
31A45211|cynocéphale, à tête de chien
31A4522|monstres ~ singes
31A4523|monstres ~ prédateurs (sphinx, 'manticora')
31A45231|sphinx (lion/femme); 'Sfinge' (Ripa)
31A45232|'manticora'
31A4524|monstres ~ animaux à sabots
31A4525|monstres ~ animaux à trompe
31A4526|monstres ~ rongeurs
31A4527|monstres ~ mammifères aquatiques
31A4528|monstres ~ mammifères volant
31A4529|monstres ~ autres mammifères
31A453|monstres ~ oiseaux
31A4531|sirène (oiseau fabuleux à tête de femme)
31A454|monstres ~ reptiles
31A4541|monstres ~ lézards
31A4542|monstres ~ serpents
31A455|monstres ~ batraciens
31A456|monstres ~ poissons
31A4561|triton
31A457|montres ~ animaux inférieurs
31A458|êtres fabuleux ailés
31A4581|fée
31A4582|elfe
31A46|maladies
31A461|douleur
31A4611|fièvre
31A46110|'Febre' (Ripa)
31A462|maladies affectant tout le corps
31A462(...)|maladies affectant tout le corps (avec NOM)
31A4621|peste
31A46210|personnification de la peste
31A4622|lèpre
31A46221|claquette des lépreux
31A46222|léproserie
31A46223|procession de lépreux
31A4623|(autres) maladies contagieuses
31A4623(...)|(autres) maladies contagieuses (avec NOM)
31A46230|maladie contagieuse personnifiée; 'Contagione' (Ripa)
31A4624|maladies de la peau et maladies vénériennes
31A4624(...)|maladies de la peau et maladies vénériennes (avec NOM)
31A4624(SYPHILIS)|maladies de la peau et maladies vénériennes : syphilis
31A46241|démangeaison
31A46242|ulcère
31A4625|hydropisie
31A4626|sida
31A4629|empoisonnement, intoxication
31A4629(...)|empoisonnement (avec NOM)
31A4629(ERGOTISM)|empoisonnement : ergotisme
31A463|maladies affectant une partie du corps
31A463(...)|maladies affectant une partie du corps (avec NOM)
31A4631|fractures osseuses
31A4632|infections et blessures
31A46321|cicatrice, balafre
31A4633|maladies (d'une partie) de la tête
31A46331|mal de tête
31A46332|rhume
31A463321|éternuement
31A463322|toux
31A46333|mal aux dents
31A4634|tumeurs
31A46341|tumeurs externes
31A46342|tumeurs internes
31A464|troubles émotionnels, aliénation mentale, folie
31A4640|Folie
31A4641|possession (habité par des démons)
31A4642|manie, obsession
31A46421|obsession épidémique
31A464211|chorée, danse de Saint-Guy
31A469|santé
31A4690|Santé, 'Sanitas'; 'Sanità' (Ripa)
31A5|les soins corporels, l'hygiène
31A51|faire sa toilette
31A511|miroir
31A5111|se regarder dans le miroir; (peut-être: contempler sa propre beauté)
31A51111|reflet (dans un miroir)
31A511111|distorsion
31A5112|embellissement magique
31A512|se parer de bijoux
31A513|se maquiller, se farder
31A514|utiliser des senteurs, des parfums, des onguents, etc.
31A5141|senteurs
31A5141(...)|senteurs (avec NOM)
31A5142|parfums
31A5142(...)|parfums (avec NOM)
31A5143|onguents
31A5144|poudre ~ faire sa toilette
31A5145|articles ~ faire sa toilette
31A5145(...)|articles (avec NOM) ~ faire sa toilette
31A51451|diffuseur de parfum, boule de musc
31A51452|flacon de parfum
31A51453|boîte à onguents
31A51454|poudrier, boîte à poudre
31A51455|rouge à lèvres
31A515|peinture du corps ou du visage
31A5151|tatouer
31A51511|tatouage
31A52|soins des mains et des pieds
31A521|manucure
31A522|pédicure
31A523|'Spinario', enfant tirant une épine de son pied
31A53|coiffure
31A531|soins des cheveux
31A5311|peigne, brosse et autres articles (soins des cheveux)
31A532|couper les cheveux
31A5321|coiffeur
31A533|styles de coiffures
31A533(...)|styles de coiffures (avec NOM)
31A5331|perruque
31A5332|crâne rasé
31A5333|tonsure
31A5334|mèche de cheveux
31A5339|calvitie
31A534|barbe
31A5341|moustache
31A5342|favoris
31A53421|rouflaquettes
31A5349|fausse barbe ou moustache
31A535|barbier, boutique du barbier
31A5351|rasoir
31A5352|plat à barbe
31A5353|raser, se faire raser
31A53531|se raser soi-même
31A539|cheveux ébouriffés
31A54|laver et baigner
31A541|se laver les mains
31A542|se laver le visage et la tête
31A5421|se brosser les dents
31A54211|brosse à dents
31A54212|cure-dent
31A543|se laver les pieds
31A544|laver les pieds d'une autre personne
31A545|prendre un bain
31A5451|bains publiques
31A5452|bain de siège
31A5453|douche
31A5454|baignoire
31A5455|bain de vapeur
31A5459|'après le bain'
31A546|articles de toilettes ~ laver et baigner
31A5461|savon
31A54611|bulle de savon
31A5462|brosse, éponge, etc. (articles de toilette)
31A5463|serviette
31A5464|peignoir, robe de chambre
31A549|sécher, être séché
31A55|habillage et déshabillage
31A551|s'habiller, se mettre en tenue
31A5511|lacer un corset
31A552|se déshabiller
31A553|chausser (lacer) ou déchausser (délacer) des chaussures
31A5531|mettre ou enlever des bas
31A554|habiller quelqu'un
31A5541|dévêtir, déshabiller quelqu'un
31A559|partiellement habillé
31A5591|négligé
31A56|domestique
31A57|ôter les insectes du corps
31A571|'soin maternel', épouiller
31A572|chercher les puces
31A58|exercice de musculation
31A59|absence de l'hygiène, malpropreté
31A6|besoins physiques
31A61|uriner
31A611|vase de nuit
31A62|défécation
31A621|flatulence
31A622|digestion
31A6220|'Digestione' (Ripa)
31A623|faeces, excrément
31A63|vomir
31A631|avoir le hoquet
31A64|se moucher le nez
31A65|cracher
31A651|crachat, salive
31A66|transpirer, transpiration
31A7|les sexes (êtres humains)
31A71|sexe masculin; homme
31A710|symbole de virilité
31A711|masculinité
31A712|concours de beauté pour hommes; concours de musculature
31A7121|Mr Univers
31A719|homme efféminé, chiffe molle, lavette
31A7191|homme s'employant à des travaux féminins
31A72|sexe féminin; femme
31A720|symbole de féminité
31A721|féminité
31A7211|virginité
31A72110|'Verginità' (Ripa)
31A722|concours de beauté pour femmes
31A7221|Miss Monde
31A729|virago, dragon, gendarme, femme à l'allure masculine
31A73|hermaphrodite, androgyne
31A731|rebis, l'hermaphrodite divin, réconciliation de l'esprit et de la matière ~ alchimie
31A74|transgenre, transsexuel
31A8|l'homme-machine, le corps considéré comme une machine
31A9|moyens prétendant guérir ou améliorer certaines parties du corps
31AA|figure d'homme (nu); 'Corpo humano' (Ripa) - AA - figure féminine
31AA1|canon, proportions - AA - figure féminine
31AA11|figure debout (canon, proportions) - AA - figure féminine
31AA12|figure, inscrite dans un cercle ou un carré, avec les jambes écartées et les bras étendus vers le haut ou le côté - AA - figure féminine
31AA13|autres modules ou canons - AA - figure féminine
31AA14|figure humaine de proportions idéales, p.ex. nu académique - AA - figure féminine
31AA140|représentation allégorique de figure humaine de proportions idéales - AA - figure féminine de proportions idéales; 'Bellezza feminile' (Ripa)
31AA141|nu avec sexe caché - AA - figure féminine
31AA19|'homo Platonis', 'animal bipes implume' - AA - figure féminine
31AA2|anatomie (non médicale) - AA - figure féminine
31AA21|squelette (humain) - AA - figure féminine
31AA211|crâne (humain) - AA - figure féminine
31AA2111|joue (humaine) - AA - figure féminine
31AA2112|dents - AA - figure féminine
31AA21121|dents antérieures - AA - figure féminine
31AA21122|dents postérieures, molaires - AA - figure féminine
31AA212|thorax - AA - figure féminine
31AA2121|côtes - AA - figure féminine
31AA2122|colonne vertébrale - AA - figure féminine
31AA2123|clavicule - AA - figure féminine
31AA2124|omoplate - AA - figure féminine
31AA213|bassin, pelvis - AA - figure féminine
31AA214|os du bras - AA - figure féminine
31AA2141|humérus, os de la partie supérieure du bras - AA - figure féminine
31AA2142|radius et cubitus, os de l'avant-bras - AA - figure féminine
31AA2143|carpe et métacarpe, parties de la main - AA - figure féminine
31AA2144|phalanges des doigts - AA - figure féminine
31AA215|os de la jambe - AA - figure féminine
31AA2151|fémur, os de la cuisse - AA - figure féminine
31AA2152|tibia et péroné, os de la jambe - AA - figure féminine
31AA2153|tarse et métatarse, parties du pied - AA - figure féminine
31AA2154|phalanges des orteils - AA - figure féminine
31AA216|os en général (le corps humain) - AA - figure féminine
31AA22|parties du corps humain (sauf le squelette) - AA - figure féminine
31AA221|tête (humaine) - AA - figure féminine
31AA2211|visage - AA - masque (empreinte du visage)
31AA22111|parties du visage - AA - masque (empreinte du visage)
31AA22111(...)|parties du visage (avec NOM) - AA - masque (empreinte du visage)
31AA22111(LIPS)|parties du visage : lèvres - AA - masque (empreinte du visage)
31AA22111(NOSE)|partie du visage : nez - AA - masque (empreinte du visage)
31AA2212|yeux - AA - figure féminine
31AA22121|'imago omnia videntis' - AA - figure féminine
31AA2213|oreilles - AA - figure féminine
31AA2214|bouche - AA - figure féminine
31AA22141|langue - AA - figure féminine
31AA2215|tête (parties internes) - AA - figure féminine
31AA22151|cerveau - AA - figure féminine
31AA22152|cavité nasale - AA - figure féminine
31AA22153|cavité buccale et gutturale - AA - figure féminine
31AA222|poitrine, buste - AA - figure féminine
31AA2221|coeur - AA - figure féminine
31AA22210|symbolisme du coeur - AA - figure féminine
31AA222101|symbolisme profane du coeur ~ amour - AA - figure féminine
31AA22211|parties du coeur - AA - figure féminine
31AA2222|poumons, bronches - AA - figure féminine
31AA22221|respirer, respiration - AA - figure féminine
31AA22222|chercher sa respiration, haleter - AA - figure féminine
31AA22229|suffoquer - AA - figure féminine
31AA2223|seins - AA - figure féminine
31AA22231|mamelons - AA - figure féminine
31AA22232|seins d'où jaillit du lait - AA - figure féminine
31AA2224|épaule - AA - figure féminine
31AA2225|dos - AA - figure féminine
31AA2226|torse - AA - figure féminine
31AA223|abdomen, ventre (corps humain) - AA - figure féminine
31AA2231|aspects extérieurs ~ abdomen - AA - figure féminine
31AA22311|nombril - AA - figure féminine
31AA22312|hanche - AA - figure féminine
31AA2232|glandes - AA - figure féminine
31AA22321|foie (corps humain) - AA - figure féminine
31AA22322|vésicule biliaire - AA - figure féminine
31AA22323|rate - AA - figure féminine
31AA2233|estomac - AA - figure féminine
31AA22331|oesophage - AA - figure féminine
31AA2234|intestins - AA - figure féminine
31AA2235|vessie - AA - figure féminine
31AA2236|organes sexuels (humains) - AA - figure féminine
31AA22361|organes sexuels mâles - AA - figure féminine
31AA223611|testicules - AA - figure féminine
31AA223612|pénis, phallus - AA - figure féminine
31AA2236121|image phallique, 'phallos' - AA - figure féminine
31AA223613|sperme - AA - figure féminine
31AA22362|organes sexuels féminins - AA - figure féminine
31AA223621|utérus, matrice - AA - figure féminine
31AA2236211|utérus avec foetus - AA - figure féminine
31AA223622|ovaires - AA - figure féminine
31AA223623|menstruation - AA - figure féminine
31AA2237|fesses, derrière, 'partes posteriores' - AA - figure féminine
31AA22371|anus - AA - figure féminine
31AA224|bras - AA - figure féminine
31AA2241|bras supérieur - AA - figure féminine
31AA2242|coude - AA - figure féminine
31AA2243|avant-bras - AA - figure féminine
31AA2244|poignet - AA - figure féminine
31AA2245|main - AA - figure féminine
31AA22451|empreinte de la main - AA - figure féminine
31AA2246|doigts - AA - figure féminine
31AA22461|pouce - AA - figure féminine
31AA22462|l'index - AA - figure féminine
31AA22463|le majeur, le médius - AA - figure féminine
31AA22464|l'annulaire - AA - figure féminine
31AA22465|le petit doigt, l'auriculaire - AA - figure féminine
31AA2247|ongles (doigts) - AA - figure féminine
31AA225|membres inférieurs - AA - figure féminine
31AA2251|cuisse - AA - figure féminine
31AA2252|genou - AA - figure féminine
31AA2253|jambe - AA - figure féminine
31AA2254|cheville - AA - figure féminine
31AA2255|pied - AA - figure féminine
31AA22551|talon - AA - figure féminine
