2|Nature
25KK25|tundra, country with vegetation - KK - ideal landscapes
25KK26|icefield - KK - ideal landscapes
25KK3|exoticism - KK - idealized exoticism
25L|cities represented allegorically or symbolically
25L(...)|cities represented allegorically or symbolically (with NAME)
25L(...)0|cities represented allegorically or symbolically (with NAME) - personification of a city, town-patron(ess)
25L(...)1|cities represented allegorically or symbolically (with NAME) - city represented symbolically
25L(...)11|cities represented allegorically or symbolically (with NAME) - city-crown
25L(ROME)|cities represented allegorically or symbolically: Rome
25L(ROME)0|cities represented allegorically or symbolically: Rome - personification of a city, town-patron(ess)
25L(ROME)1|cities represented allegorically or symbolically: Rome - city represented symbolically
25L(ROME)11|cities represented allegorically or symbolically: Rome - city-crown
25L0|personification of a city, town-patron(ess)
25L1|city represented symbolically
25L11|city-crown, mural crown
25M|the Seven Wonders of the World
25M1|Egyptian pyramids (Wonder of the World)
25M2|hanging gardens of Semiramis at Babylon (Wonder of the World)
25M3|temple of Artemis at Ephesus (Wonder of the World)
25M4|statue of Zeus by Phidias (Wonder of the World)
25M5|Mausoleum at Halicarnassus (Wonder of the World)
25M6|Colossus of Rhodes (Wonder of the World)
25M7|Pharos of Alexandria (Wonder of the World)
25M8|other monuments which are sometimes included in the Wonders of the World
25M8(...)|other monuments which are sometimes included in the Wonders of the World (with NAME)
25N|fictitious countries
25N(...)|fictitious countries (with NAME)
25N(ATLANTIS)|fictitious countries: Atlantis
25N1|Land of Cockaigne
26|meteorological phenomena
26A|clouds
26A1|high clouds
26A11|cirrus (high clouds)
26A12|cirrostratus
26A2|medium altitude clouds
26A21|cirrocumulus, i.e. mackerel clouds
26A22|altocumulus
26A23|altostratus
26A3|lower clouds
26A31|stratocumulus
26A32|nimbus, i.e. rain clouds
26A4|low clouds and those originating from rising air currents
26A41|cumulus, i.e. good weather clouds
26A42|cumulonimbus, i.e. thunder clouds
26A5|uniformly spread high-hanging haze
26A51|stratus
26B|rain
26B0|'Pioggia, ninfa dell'aria' (Ripa)
26B1|mist, fog
26B2|rainbow
26B20|'Iride, ninfa dell'aria' (Ripa)
26B3|dew
26B30|'Rugiada, ninfa dell'aria' (Ripa)
26B4|downpour, rain shower
26B9|drought
26C|winds
26C0|'Venti' (Ripa)
26C1|winds according to several divisions
26C11|the four main directions of the wind
26C111|north wind (one of the four main directions)
26C112|east wind (one of the four main directions)
26C113|south wind (one of the four main directions)
26C114|west wind (one of the four main directions)
26C12|division into eight wind directions
26C121|north wind, 'Aquilo', 'Boreas', 'Septentrionarius' (one of eight directions)
26C122|northeast wind, 'Kaikias' (Caecias) (one of eight directions)
26C123|east wind, 'Subsolanus' (one of eight directions)
26C124|southeast wind, 'Eurus', 'Volturnus'; 'Euro' (Ripa) (one of eight directions)
26C125|south wind, 'Auster', 'Notus' (one of eight directions)
26C126|southwest wind, 'Africus' (one of eight directions)
26C127|west wind, 'Favonius', 'Zephirus' (one of eight directions)
26C128|northwest wind, 'Iapyx', 'Caurus' (one of eight directions)
26C13|division into sixteen wind directions
26C131|division into sixteen wind directions, from north to south, clockwise
26C1311|north wind (N) (one of sixteen directions)
26C1312|north-northeast wind (NNE) (one of sixteen directions)
26C1313|northeast wind (NE) (one of sixteen directions)
26C1314|east-northeast wind (ENE) (one of sixteen directions)
26C1315|east wind (E) (one of sixteen directions)
26C1316|east-southeast wind (ESE) (one of sixteen directions)
26C1317|southeast wind (SE) (one of sixteen directions)
26C1318|south-southeast wind (SSE) (one of sixteen directions)
26C132|from south to north, clockwise
26C1321|south wind (S) (one of sixteen directions)
26C1322|south-southwest wind (SSW) (one of sixteen directions)
26C1323|southwest wind (SW) (one of sixteen directions)
26C1324|west-southwest wind (WSW) (one of sixteen directions)
26C1325|west wind (W) (one of sixteen directions)
26C1326|west-northwest wind (WNW) (one of sixteen directions)
26C1327|northwest wind (NW) (one of sixteen directions)
26C1328|north-northwest wind (NNW) (one of sixteen directions)
26C14|other divisions of winds
26C2|division of winds according to strength
26C21|marine terms for wind strength
26C21(...)|marine terms for wind strength (with NAME)
26C22|scale of Beaufort
26C3|storm
26C31|storm on land
26C32|storm at sea
26C33|sandstorm
26C34|snowstorm
26C35|whirlwind, cyclone, hurricane, typhoon, tornado
26C351|whirlwind, cyclone, hurricane, typhoon, tornado on land
26C352|whirlwind, cyclone, hurricane, typhoon, tornado at sea
26C4|weather-vane
26C41|weathercock
26C42|windsock
26C5|barometer
26C6|wind as a human face, blowing with rounded cheeks
26C9|absence of wind, calm
26D|frost, freezing weather
26D1|snow
26D11|avalanche
26D111|protection against avalanches
26D2|hail
26D3|glazed frost, hoar frost
26D4|ice ~ freezing weather
26D41|drift ice
26D42|icicle
26D5|severe winters
26D9|thaw
26E|thunderstorm
26E1|thunder
26E2|lightning, flash of lightning, thunderbolt
26E21|lightning conductor
26E22|accidents with lightning
26E3|other electrical weather phenomena
26E31|St. Elmo's fire
26E32|northern lights, 'aurora borealis'
26F|good and bad weather
26F1|good weather
26F10|'Salubrità o purità dell'aria' (Ripa)
26F11|heat-wave
26F111|sunstroke
26F2|bad weather
26F21|cold-wave
26F22|'Pruina', winter weather
26F3|consequences of weather, e.g. After the drought, Before the storm, After the cyclone
26G|mirage, 'fata morgana'
26H|still other meteorological phenomena
29|surrealia, surrealistic representations
29A|animals acting as human beings
29A1|'mundus inversus', the reversed world, the topsy-turvy world, 'le monde bestourné'
29A2|plants or trees acting as, or being compared with human beings
29B|plants behaving as human beings or animals
29C|objects coming to life, e.g. puppets
29D|natural forms in stones, wood, clouds, etc. interpreted as representations
3|Human Being, Man in General
31|man in a general biological sense
31A|the (nude) human figure; 'Corpo humano' (Ripa)
31A1|canon, proportions
31A11|standing figure (canon, proportions)
31A12|figure in circle or square, legs apart and arms raised or stretched sidewards
31A13|other systems or canons
31A14|human figure of ideal proportions, e.g. academic nude
31A140|allegorical representation of human figure of ideal proportions
31A141|nude with covered genitals
31A19|'homo Platonis', 'animal bipes implume'
31A2|anatomy (non-medical)
31A21|(human) skeleton
31A211|(human) skull
31A2111|jaw (human)
31A2112|teeth
31A21121|front teeth
31A21122|back teeth, molars
31A212|thorax
31A2121|ribs
31A2122|spine
31A2123|clavicle, collar-bone
31A2124|scapula, shoulder-blade
31A213|pelvis
31A214|bones of the arms
31A2141|humerus, bone of the upper arm
31A2142|radius and ulna, bones of the lower arm
31A2143|carpus and metacarpus, parts of the hand
31A2144|phalanges of the fingers
31A215|bones of the legs
31A2151|femur, bone of the upper leg
31A2152|tibia and fibula, bones of the lower leg
31A2153|tarsus and metatarsus, parts of the foot
31A2154|phalanges of the toes
31A216|bones in general (human body)
31A22|parts of the human body (skeleton excepted)
31A221|head (human)
31A2211|face
31A22111|parts of the face
31A22111(...)|parts of the face (with NAME)
31A22111(LIPS)|parts of the face: lips
31A22111(NOSE)|parts of the face: nose
31A2212|eyes
31A22121|'imago omnia videntis'
31A2213|ears
31A2214|mouth
31A22141|tongue
31A2215|head (internal)
31A22151|brains
31A22152|nasal cavity
31A22153|mouth and throat cavity
31A222|chest, bust
31A2221|heart
31A22210|heart symbolism
31A222101|profane heart symbolism ~ love
31A22211|parts of the heart
31A2222|lungs, bronchia
31A22221|breathing, respiration
31A22222|gasping for breath
31A22229|suffocating
31A2223|breasts
31A22231|nipples
31A22232|breasts giving milk
31A2224|shoulder
31A2225|back
31A2226|torso
31A223|abdomen, belly (human being)
31A2231|external aspects ~ abdomen
31A22311|navel
31A22312|hip
31A2232|glands
31A22321|liver (human anatomy)
31A22322|gall bladder
31A22323|spleen
31A22324|kidney
31A2233|stomach
31A22331|gullet
31A2234|intestines
31A2235|bladder
31A2236|sexual organs (human)
31A22361|male sexual organs
31A223611|testicles
31A223612|penis, phallus
31A2236121|image of phallus, 'phallos'
31A223613|sperm
31A22362|female sexual organs
31A223621|womb, uterus
31A2236211|uterus with foetus
31A223622|ovaries
31A223623|menstruation
31A223624|vagina
31A2237|buttocks, 'partes posteriores'
31A22371|anus
31A224|arms
31A2241|upper arm
31A2242|elbow
31A2243|lower arm
31A2244|wrist
31A2245|hand
31A22451|hand-print
31A2246|fingers
31A22461|thumb
31A22462|index finger, forefinger
31A22463|middle finger, second finger
31A22464|ring finger
31A22465|little finger
31A2247|nails (fingers)
31A225|legs
31A2251|upper leg
31A2252|knee
31A2253|lower leg
31A2254|ankle
31A2255|foot
31A22551|heel
31A22552|foot-print, track
31A2256|toes
31A2257|nails (toes)
31A226|other anatomical details
31A2261|blood circulation
31A22611|blood
31A22612|arteries
31A22613|veins
31A2262|skin (human)
31A22621|hair
31A22622|body hair
31A22623|pubic hair
31A22624|skin colour
31A22624(...)|skin colour (with FITZPATRICK number)
31A2263|muscles
31A2264|tendons, sinews
31A2265|nerves
31A23|postures of the human figure
31A231|standing figure
31A2311|'contrapposto', 'Standbein und Spielbein'
31A2312|'figura serpentinata'
31A2313|standing on one leg
31A2319|standing on the head or on the hands
31A232|leaning figure
31A2321|leaning forward
31A2322|leaning backward
31A2323|leaning sideways
31A233|kneeling figure
31A2331|kneeling on both knees
31A234|squatting, crouching figure
31A2341|huddled figure
31A235|sitting figure
31A2351|sitting on the ground
31A2352|sitting on an elevation
31A2353|sitting with arms or elbows on the knees
31A23531|sitting with hand(s) resting on the thigh or knee
31A2354|sitting in someone's lap
31A236|lying figure
31A2361|lying on the back with uplifted upper part of the body
31A2362|lying face downwards
31A2363|lying on one side, stretched out
31A2364|lying on one side, with uplifted upper part of the body and leaning on the arm
31A2365|lying on the back with hands under the head
31A2366|lying face downwards with hands under the head
31A237|hanging figure (by the arms, legs, etc.)
31A2371|hanging by the arms
31A23711|hanging by one arm
31A2372|hanging by the legs
31A23721|hanging by one leg
31A2373|hanging by other parts of the body
31A23731|hanging by the hair
31A23732|hanging by the teeth
31A239|other postures of the human figure, not meant or mentioned above
31A2391|bending figure
31A24|postures of the head
31A241|head in normal upright position
31A242|head turned sideways
31A2421|head turned to the left
31A2422|head turned to the right
31A243|head bent backwards
31A244|head bent forward; bowing
31A245|head slanting to the left
31A246|head slanting to the right
31A247|looking over the shoulder
31A249|other postures of the head, not meant or mentioned above
31A25|postures and gestures of arms and hands
31A251|postures and gestures of arms and hands in general
31A2511|arm raised upward
31A25111|arms raised, with fingers closed
31A25112|arm raised, with fingers spread out
31A25113|arm raised, with fist
31A2512|arm stretched forward
31A2513|arm stretched sidewards
31A2514|arm held backwards
31A2515|arm held downwards
31A2516|arm or hand held in front of the body
31A25161|arm or hand held in front of the chest
31A251611|hand holding the breast
31A25162|hand on the heart
31A25163|hand striking the chest
31A25164|hand uncovering the chest
31A25165|arms folded over the abdomen
31A2517|arm or hand bent behind the body
31A25171|arm bent behind the back
31A25172|hand behind the head
31A2518|hand on the hip
31A2519|hand not visible
31A25191|hand in the pocket
31A25192|hand in the sleeve
31A25193|hand on breast (or stomach), slipped into opening of vestment
31A252|postures and gestures of arms and hands in relation to each other
31A2521|arms crossed
31A25211|arms crossed, behind the back
31A25212|arms crossed over the breast
31A2522|hands folded
31A25221|hands folded with fingers knit
31A25222|rubbing, wringing one's hands
31A2523|hands against each other
31A25231|hands with finger-tips against each other
31A2524|counting off arguments, calculating on fingers
31A2525|hands on top of each other
31A253|postures and gestures of arms and hands in relation to the head
31A2531|hand(s) bent towards the head
31A25311|'caput manui innixum', head held in the hand(s)
31A25312|head held in the hand(s), with elbows leaning on an elevation or on the knees
31A25313|covering the head, drawing drapery over the face
31A25314|hand(s) behind the head
31A2532|hand touching the beard
31A2533|hand towards the forehead
31A25331|pointing to the forehead with the index finger
31A25332|'cornuto', i.e. raised index finger and little finger bent above the forehead
31A2534|hand(s) towards the eye(s)
31A25341|looking with the hand above the eyes
31A25342|peeping between the fingers
31A25343|rubbing one's eyes
31A25344|wiping away tears
31A2535|hand(s) towards the nose
31A25351|holding one's nose
31A2536|hand(s) towards the mouth
31A25361|whistling with fingers
31A25362|pulling at the corners of the mouth
31A25363|licking food from a finger
31A2537|hand(s) towards the ear(s)
31A25371|cupping one's ear
31A25372|scratching one's ear
31A25373|covering one's ear
31A254|postures and gestures of arm(s) and hand(s) in relation to another person
31A2541|gripping someone by the arm
31A25411|walking arm in arm
31A2542|imposition of hands
31A2543|gripping someone by the hand or the wrist; clasped hands
31A25431|three or more clasped hands, meaning 'Unity is Strength'
31A25432|leading someone by the hand or wrist
31A25433|'immixtio manuum', placing clasped hands between the hands of another person
31A25434|slapping each other's palms
31A2544|gripping someone by the head
31A25441|gripping someone by the hair
31A25442|gripping someone by the neck
31A25443|gripping someone by the throat
31A2545|gripping someone by the shoulder
31A2546|gripping someone by the legs
31A25461|gripping someone by the feet
31A2549|gripping someone by other parts of the body
31A255|postures and gestures of hand and fingers
31A2551|postures and gestures of the hand
31A25511|fingers closed
31A25512|fingers spread out
31A25513|hand made into a fist
31A2552|postures and gestures of the palm of the hand
31A25521|palm of the hand turned up
31A25522|palm of the hand turned down
31A2553|postures and gestures of the thumb
31A25531|thumb turned up
31A25532|thumb turned down
31A2554|postures and gestures of thumb and other fingers
31A25541|stroking with the thumb over the top of the index finger
31A25542|thumb between the index finger and the middle finger
31A25543|snapping one's fingers
31A2555|postures and gestures of the index finger
31A25551|index finger upwards
31A25552|index finger forwards, pointing, indicating
31A25553|crooking one's finger at a person, beckoning
31A2556|postures and gestures of index finger and middle finger
31A25561|index finger and middle finger raised, closed
31A25562|index finger and middle finger raised, spread out; V-sign
31A2559|postures and gestures of other fingers
31A256|gesture-language
31A259|still other postures and gestures of arm(s) and hand(s) not mentioned or meant under 31 A 25 1 up to 31 A 25 6
31A26|postures of the legs
31A261|legs in the same position
31A2611|both legs straight
31A26111|standing or leaning with both legs straight, side by side, feet flat on the ground
31A26112|standing or leaning with both legs straight, side by side, standing on tiptoe
31A26113|sitting or lying with both legs straight, side by side
31A26114|standing, leaning, sitting or lying with legs apart
31A26115|lying with legs raised, stretched out
31A2612|both legs bent
31A26121|standing with legs bent, side by side
31A26122|sitting with legs bent, side by side
31A26123|squatting with legs side by side
31A26124|both legs bent, side by side, knees on the ground; kneeling
31A26125|both legs bent, side by side, knees drawn up against the chest
31A26126|standing with legs bent, straddling
31A26127|sitting with legs bent, straddling
31A26128|sitting or lying with bent legs drawn up or raised
31A26129|sitting cross-legged, as tailor at work
31A261291|Buddha-posture, 'lotus'-posture
31A262|legs in different position
31A2621|one leg in front of the other
31A26211|one leg in front of the other, walking position
31A26212|one leg in front of the other, one knee bent, lunging
31A26213|legs bent with knees on the ground, one in front of the other
31A2622|bent legs extended forwards or backwards, with knee or foot placed on an elevation
31A2623|standing on one leg, the other leg forward
31A26231|standing on one leg, the other leg forward, straight
31A262311|standing on one leg, the other leg forward, (nearly) horizontally, goose-step, 'Hahnentritt'
31A26232|standing on one leg, the other leg forward, bent
31A262321|standing on one leg, the other leg forward, bent and drawn up
31A262322|standing on one leg, the other leg forward, held by hand(s)
31A2624|standing on one leg, the other leg held sideways
31A26241|standing on one leg, the other leg held sideways, straight
31A26242|standing on one leg, the other leg held sideways, bent
31A2625|standing on one leg, the other leg backwards
31A26251|standing on one leg, the other leg backwards, straight
31A26252|standing on one leg, the other leg backwards, bent
31A262521|standing on one leg, the other leg backwards, bent and drawn up
31A262522|standing on one leg, the other leg backwards held by hand(s)
31A2626|sitting or lying with one leg stretched forward and the other leg drawn up
31A2627|standing, leaning, sitting or lying with legs crossed
31A2628|sitting with side of the foot of one leg placed on the knee of the other
31A27|movements of the human body
31A271|forward movement of the human body
31A2711|walking
31A27111|pacing, striding
31A27112|running
31A27113|strolling
31A2712|crawling, going on all fours
31A27121|walking on the knees
31A2713|tottering, staggering, reeling
31A2714|hopping
31A2715|rolling
31A2716|somersaulting (hands touching the ground)
31A2717|walking on the hands
31A2719|backward movement
31A272|upward and downward movement
31A2721|jumping up
31A2722|pulling oneself up
31A2723|climbing
31A2724|jumping down
31A2725|descending
31A2726|trampling, treading, stamping on someone or something
31A273|passive motion
31A2731|falling
31A2732|slipping
31A27321|stumbling
31A2733|being carried
31A27331|being supported
31A2734|being dragged
31A2735|being thrown
31A274|movement ~ objects
31A2741|throwing something
31A27411|releasing something
31A27412|throwing down something
31A2742|reaching for something
31A2743|hitting at something
31A2744|kicking something
31A2745|grasping something
31A2746|breaking something
31A2747|drawing, pulling something
31A2748|pushing something
31A27481|turning something, (causing) circular movement
31A275|some other movements
31A2751|curling up (movement of the human body)
31A2752|stretching (movement of the human body)
31A2753|rotating, twisting (movement of the human body)
31A2754|moving the arms
31A2755|moving the legs
31A2756|the back-bend
31A2757|the cartwheel (lateral somersault)
31A276|movement in the air
31A2761|ascending (movement in the air)
31A2762|flying
31A2763|floating in the air
31A27631|sitting or standing on clouds
31A2764|falling through the air
31A2765|somersaulting, 'salto mortale' (movement in the air)
31A277|movement in water
31A2771|wading, paddling
31A2772|bathing (movement in water)
31A2773|swimming (movement in water)
31A2774|floating (movement in water)
31A2775|diving (movement in water)
31A2776|sinking (movement in water)
31A2777|remaining suspended (movement in water)
31A2778|emerging from the water
31A2779|walking on the water
31A28|man and his shadow
31A281|shadow sold to the devil
31A2811|man without shadow
31A282|man following his shadow
31A283|man fighting his own shadow
31A3|the (five) senses
31A30|'Sensi', 'Sensi, come si possono rappresentare in una figura sola', 'Senso', 'Sentimenti del corpo' (Ripa)
31A31|sight, looking (one of the five senses)
31A310|'Viso' (Ripa)
31A311|eyeglasses, spectacles
31A3111|monocle, single lorgnette
31A3112|sun-glasses, dark-tinted glasses
31A312|magnifying glass
31A313|'figura cuncta videntis'
31A314|spying on someone
31A319|interference with sight
31A3191|blindfold
31A32|hearing, listening (one of the five senses)
31A320|'Udito' (Ripa)
31A321|hearing-aid
31A329|eavesdropper
31A33|smell, smelling (one of the five senses)
31A330|'Odorato' (Ripa)
31A331|agreeable smell
31A332|disagreeable, repellent smell
31A333|olfactory concepts
31A3331|olfaction-related object
31A3332|smell gesture
31A3333|fragrant space
31A34|taste, tasting (one of the five senses)
31A340|'Gusto' (Ripa)
31A341|agreeable versus disagreeable taste
31A3411|agreeable taste
31A3412|disagreeable taste
31A342|sweet (taste)
31A3420|sweet taste, represented allegorically or symbolically
31A343|salt (taste)
31A344|sour (taste)
31A345|bitter (taste)
31A3450|bitter taste, represented allegorically or symbolically
31A35|touch, feeling (one of the five senses)
31A350|'Tatto' (Ripa)
31A351|agreeable feeling
31A352|disagreeable feeling
31A4|disabilities, deformations and monstrosities; diseases
31A41|disabilities, deformations
31A411|disabilities affecting the eyes
31A4111|blind, blindness
31A41111|the blind leading the blind (Matthew 15:14)
31A41112|the halt leading the blind
31A41113|the blind hitting the hog
31A4112|cross-eyed; squint
31A4113|cataract
31A4114|near-sightedness, myopia
31A4115|far-sightedness
31A412|deaf, deafness
31A4121|deaf-mute, deaf and dumb
31A413|deformations of the head
31A4131|hare-lip
31A414|paralytic
31A415|crippled
31A4151|club-foot
31A4152|wooden leg
31A4153|crutches
31A4154|wheelchair, bathchair
31A4155|brace, calliper
31A416|crooked, bent person
31A417|hunchback
31A418|albino
31A419|mutilated person
31A4191|person with only one arm
31A42|human beings (legendary or not) of abnormal proportions, size, strength, etc.
31A421|giants, colossi
31A422|dwarfs
31A4221|pygmies, midgets
31A4222|goblins, hobgoblins
31A4223|'grylloi'
31A423|human beings with superhuman powers or achievements
31A423(...)|human beings with superhuman powers or achievements (with NAME)
31A43|multiple birth (legendary)
31A431|very large number of births
31A431(...)|very large number of births (with NUMBER)
31A44|anthropomorphic beings (legendary or not) with heads, limbs or organs of an abnormal number, in abnormal places or of an abnormal shape)
31A441|anthropomorphic beings with parts missing
31A4411|'Acephalia', 'Blemyae', i.e. beings without head
31A4412|'Scopodes', 'Sciapodes', i.e. beings with one leg
31A4413|creatures with one eye
31A4414|'Acheiroi', i.e. creatures without hands
31A442|anthropomorphic beings with parts in greater number than normal
31A4421|three-faced being, 'vultus trifrons'
31A44211|'caput triciput', 'signum triceps'
31A4422|anthropomorphic being with two upper bodies
31A443|anthropomorphic beings with limbs, organs, etc. in unusual places
31A4431|'oculi in humeris habentes'
31A444|anthropomorphic beings with parts of abnormal shape
31A4441|excessive hairiness
31A44411|wild man, wodewose, woodehouse
31A44412|person with big beard
31A45|monsters of mixed human and animal shape; 'Mostri' (Ripa)
31A451|monsters ~ animals in general (of undetermined kind)
31A4511|monsters with animal head
31A45111|monsters with three animal heads
31A4512|animals with human head
31A4512(...)|animals with human head (with NAME)
31A452|monsters ~ mammals
31A4521|monsters ~ domestic animals
31A45211|cynocephalus
31A4522|monsters ~ apes, monkeys
31A4523|monsters ~ predatory animals (sphinx, 'manticora')
31A45231|sphinx (lion/woman); 'Sfinge' (Ripa)
31A45232|'manticora'
31A4524|monsters ~ hoofed animals
31A4525|monsters ~ trunked animals
31A4526|monsters ~ rodents
31A4527|monsters ~ swimming mammals
31A4528|monsters ~ flying mammals
31A4529|monsters ~ other mammals
31A453|monsters ~ birds
31A4531|siren (fabulous bird with woman's head)
31A454|monsters ~ reptiles
31A4541|monsters ~ lizards
31A4542|monsters ~ snakes
31A455|monsters ~ amphibians
31A456|monsters ~ fishes
31A4561|merman
31A457|monsters ~ lower animals
31A458|fabulous beings with wings
31A4581|fairy
31A4582|elf
31A46|diseases
31A461|pain
31A4611|fever
31A46110|'Febre' (Ripa)
31A462|diseases affecting the whole body
31A462(...)|diseases affecting the whole body (with NAME)
31A4621|plague
31A46210|personification of plague
31A4622|leprosy
31A46221|leper's rattle
31A46222|leprosarium
31A46223|leper's procession
31A4623|(other) contagious diseases
31A4623(...)|(other) contagious diseases (with NAME)
31A46230|contagious disease personified; 'Contagione' (Ripa)
31A4624|skin and venereal diseases
31A4624(...)|skin and venereal diseases (with NAME)
31A4624(SYPHILIS)|skin and venereal diseases: syphilis
31A46241|itching
31A46242|ulcer
31A4625|dropsy
31A4626|aids
31A4629|poisoning
31A4629(...)|poisoning (with NAME)
31A4629(ERGOTISM)|poisoning: ergotism
31A463|diseases affecting parts of the body
31A463(...)|diseases affecting parts of the body (with NAME)
31A4631|fractures of bones
31A4632|infections and wounds
31A46321|scar, cicatrix
31A4633|diseases of the head or parts of the head
31A46331|headache
31A46332|cold (disease)
31A463321|sneezing
31A463322|coughing
31A46333|toothache
31A4634|tumours
31A46341|external tumours
31A46342|internal tumours
31A464|emotional illness, derangement, madness
31A4640|Madness
31A4641|possession (by demons)
31A4642|mania, obsession
31A46421|epidemic obsession
31A464211|dancing mania, St. Vitus's dance
31A469|health
31A4690|Health, 'Sanitas'; 'Sanità' (Ripa)
31A5|care of the body, hygiene
31A51|making toilet
31A511|mirror
31A5111|looking in the mirror; (possibly: contemplation of own beauty)
31A51111|reflection (in a mirror)
31A511111|distortion
31A5112|magic beautification
31A512|putting on jewels
31A513|making up
31A514|using scents, perfumes, ointments, etc.
31A5141|scents
31A5141(...)|scents (with NAME)
31A5142|perfumes
31A5142(...)|perfumes (with NAME)
31A5143|ointments
31A5144|powder ~ making toilet
31A5145|implements ~ making toilet
31A5145(...)|implements ~ making toilet (with NAME)
31A51451|pomander, musk ball
31A51452|perfume bottle
31A51453|ointment-jar
31A51454|powder-box
31A51455|lipstick
31A515|painting of body or face
31A5151|tattooing
31A51511|tattoo
31A52|care of hands and feet
31A521|manicure
31A522|pedicure
31A523|'Spinario', child pulling a thorn out of its foot
31A53|hairdress
31A531|care of the hair
31A5311|comb, brush and other tools (care of the hair)
31A532|hair-cutting
31A5321|hairdresser
31A533|styles of hairdress
31A533(...)|styles of hairdress (with NAME)
31A5331|wig
31A5332|shaven head
31A5333|tonsure
31A5334|lock of hair
31A5339|baldness
31A534|beard
31A5341|moustache
31A5342|whiskers
31A53421|sideburns
31A5349|false beard or moustache
31A535|barber, barbershop
31A5351|razor
31A5352|barber's basin
31A5353|shaving, being shaved
31A53531|shaving oneself
31A539|tousled hair
31A54|washing and bathing
31A541|washing one's hands
31A542|washing one's face and head
31A5421|brushing one's teeth
31A54211|toothbrush
31A54212|toothpick
31A543|washing one's feet
31A544|washing another person's feet
31A545|taking a bath
31A5451|public baths
31A5452|hip-bath
31A5453|shower-bath
31A5454|tub-bath
31A5455|steambath
31A5459|'après le bain'
31A546|toilet articles ~ washing and bathing
31A5461|soap
31A54611|soap-bubble
31A5462|brush, sponge, etc. (toilet articles)
31A5463|towel
31A5464|bath-robe, dressing-gown
31A549|drying, being dried
31A55|dressing and undressing
31A551|dressing oneself, getting dressed
31A5511|lacing up a corset
31A552|undressing oneself, getting undressed
31A553|putting on (tying) or taking off (untying) sandals or shoes
31A5531|putting on or taking off stockings
31A554|dressing someone else
31A5541|stripping, undressing someone else
31A559|partially clothed
31A5591|négligé
31A56|servant
31A57|removing insects from body
31A571|'motherly care', delousing
31A572|looking for fleas
31A58|body-building
31A59|absence of hygiene, uncleanliness
31A6|physical needs
31A61|urination
31A611|chamber-pot
31A62|defecation
31A621|flatulence
31A622|digestion
31A6220|'Digestione' (Ripa)
31A623|faeces, excrement
31A63|vomiting
31A631|hiccoughing
31A64|nose-blowing
31A65|spitting
31A651|spittle, spit
31A66|sweating, perspiration
31A7|the sexes (human being)
31A71|male sex; man
31A710|symbols of manhood
31A711|masculinity
31A712|beauty contest for men; body-building contest
31A7121|Mr Universe
31A719|womanish man, molly-coddle, milksop
31A7191|man doing woman's work
31A72|female sex; woman
31A720|symbols of femininity
31A721|femininity
31A7211|virginity
31A72110|'Verginità' (Ripa)
31A722|beauty contest for women
31A7221|Miss World
31A729|'virago', man-woman
31A73|hermaphrodite, androgyne
31A731|rebis, the divine hermaphrodite, reconciliation of spirit and matter ~ alchemy
31A74|transgender, transsexual
31A8|the body regarded as a machine
31A9|ways pretending to cure or improve parts of the body
31AA|the (nude) human figure; 'Corpo humano' (Ripa) - AA - female human figure
31AA1|canon, proportions - AA - female human figure
31AA11|standing figure (canon, proportions) - AA - female human figure
31AA12|figure in circle or square, legs apart and arms raised or stretched sidewards - AA - female human figure
31AA13|other systems or canons - AA - female human figure
31AA14|human figure of ideal proportions, e.g. academic nude - AA - female human figure
31AA140|allegorical representation of human figure of ideal proportions - AA - female human figure of ideal proportions; 'Bellezza feminile' (Ripa)
31AA141|nude with covered genitals - AA - female human figure
31AA19|'homo Platonis', 'animal bipes implume' - AA - female human figure
31AA2|anatomy (non-medical) - AA - female human figure
31AA21|(human) skeleton - AA - female human figure
31AA211|(human) skull - AA - female human figure
31AA2111|jaw (human) - AA - female human figure
31AA2112|teeth - AA - female human figure
31AA21121|front teeth - AA - female human figure
31AA21122|back teeth, molars - AA - female human figure
31AA212|thorax - AA - female human figure
31AA2121|ribs - AA - female human figure
31AA2122|spine - AA - female human figure
31AA2123|clavicle, collar-bone - AA - female human figure
31AA2124|scapula, shoulder-blade - AA - female human figure
31AA213|pelvis - AA - female human figure
31AA214|bones of the arms - AA - female human figure
31AA2141|humerus, bone of the upper arm - AA - female human figure
31AA2142|radius and ulna, bones of the lower arm - AA - female human figure
31AA2143|carpus and metacarpus, parts of the hand - AA - female human figure
31AA2144|phalanges of the fingers - AA - female human figure
31AA215|bones of the legs - AA - female human figure
31AA2151|femur, bone of the upper leg - AA - female human figure
31AA2152|tibia and fibula, bones of the lower leg - AA - female human figure
31AA2153|tarsus and metatarsus, parts of the foot - AA - female human figure
31AA2154|phalanges of the toes - AA - female human figure
31AA216|bones in general (human body) - AA - female human figure
31AA22|parts of the human body (skeleton excepted) - AA - female human figure
31AA221|head (human) - AA - female human figure
31AA2211|face - AA - mask (mould taken from face)
31AA22111|parts of the face - AA - mask (mould taken from face)
31AA22111(...)|parts of the face (with NAME) - AA - mask (mould taken from face)
31AA22111(LIPS)|parts of the face: lips - AA - mask (mould taken from face)
31AA22111(NOSE)|parts of the face: nose - AA - mask (mould taken from face)
31AA2212|eyes - AA - female human figure
31AA22121|'imago omnia videntis' - AA - female human figure
31AA2213|ears - AA - female human figure
