0|Abstract, Non-representational Art
11H(ONUPHRIUS)84|poustevník Onufrius; možné atributy: kalich a hostie, kříž, koruna (nebo mince), u nohou havran, dva lvi - blahořečení, kanonizace mužského světce
11H(ONUPHRIUS)9|poustevník Onufrius; možné atributy: kalich a hostie, kříž, koruna (nebo mince), u nohou havran, dva lvi - portrét mužského světce
11H(OSWALD)|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku
11H(OSWALD)0|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - mužský světec zobrazený ve skupině
11H(OSWALD)1|Oswald, král Northumbrie a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - specifické aspekty ~ mužský světec
11H(OSWALD)11|Oswald, král Northumbrie a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - mužský světec jako patron, ochránce, přímluvce
11H(OSWALD)119|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - mužský světec chránící věřící pláštěm, "Schutzmantel"
11H(OSWALD)12|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - mužský světec píšící, studující, učící, diktující (např. jako doktor církve)
11H(OSWALD)13|Oswald, král Northumbrie a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - mužský světec jako zakladatel řádu
11H(OSWALD)131|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - mužský světec ~ potvrzení řádu, schválení pravidla (pravidel)
11H(OSWALD)2|Oswald, král Northumbrie a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - raný život mužského světce
11H(OSWALD)3|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - osobní oddanost mužského světce
11H(OSWALD)31|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - povolání, obrácení mužského světce
11H(OSWALD)32|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - křest, zasvěcení, složení slibu mužského světce
11H(OSWALD)33|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - zřeknutí se světských statků, asketický život mužského světce
11H(OSWALD)34|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - vize, mystický sňatek mužského světce
11H(OSWALD)35|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - pokušení mužského světce
11H(OSWALD)36|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s kroužkem v zobáku - pokání mužského světce
11H(OSWALD)37|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - mužský světec meditující, v extázi
11H(OSWALD)4|nezázračné aktivity a události ~ St. Oswald
11H(OSWALD)41|Svatý Oswald rozděluje kousky své rozbité stříbrné mísy mezi chudé
11H(OSWALD)42|korunovace svatého Osvalda: havran mu přináší lahvičku s olejem
11H(OSWALD)5|Oswald, král Northumbrie a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - zázračné činnosti a události ~ mužský světec
11H(OSWALD)59|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - stigmatizace mužského světce
11H(OSWALD)6|mučednictví, utrpení, neštěstí, smrt svatého Osvalda
11H(OSWALD)68|smrt svatého Osvalda na bitevním poli
11H(OSWALD)69|mučednictví, utrpení, neštěstí, smrt svatého Osvalda - špatné zacházení s mrtvolou mužského světce
11H(OSWALD)7|Oswald, král Northumbrie a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - apoteóza, sláva, triumf mužského světce
11H(OSWALD)8|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - posmrtné výskyty ~ mužský světec
11H(OSWALD)81|Oswald, král Northumbrie a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - nález, převoz ostatků mužského světce
11H(OSWALD)82|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - zázraky se dějí při manipulaci s relikviemi mužského světce
11H(OSWALD)83|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - posmrtné činy, zjevení mužských světců
11H(OSWALD)84|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - beatifikace, kanonizace mužského světce
11H(OSWALD)9|Oswald, northumbrijský král a mučedník; možné atributy: pyx (nebo pohár), havran s prstenem v zobáku - portrét mužského světce
11H(PANCRAS)|mučedník Pancras (Pancratius) z Říma; možné atributy: meč
11H(PANCRAS)0|mučedník Pancras (Pancratius) z Říma; možné atributy: meč - mužský světec zobrazený ve skupině
11H(PANCRAS)1|mučedník Pancras (Pancratius) z Říma; možné atributy: meč - specifické aspekty ~ mužský světec
11H(PANCRAS)11|mučedník Pancras (Pancratius) z Říma; možné atributy: meč - mužský světec jako patron, ochránce, přímluvce
11H(PANCRAS)119|mučedník Pancras (Pancratius) z Říma; možné atributy: meč - mužský světec chránící věřící pláštěm, "Schutzmantel"
11H(PANCRAS)12|mučedník Pankrác (Pancratius) z Říma; možné atributy: meč - mužský světec píšící, studující, učící, diktující (např. jako doktor církve)
11H(PANCRAS)13|mučedník Pankrác (Pancratius) z Říma; možné atributy: meč - mužský světec jako zakladatel řádu
11H(PANCRAS)131|mučedník Pankrác (Pancratius) z Říma; možné atributy: meč - mužský světec ~ potvrzení řádu, schválení pravidla (pravidel)
11H(PANCRAS)2|mučedník Pancras (Pancratius) z Říma; možné atributy: meč - raný život mužského světce
11H(PANCRAS)3|osobní oddanost svatého Pankráce
11H(PANCRAS)31|osobní úcta svatého Pankráce - povolání, obrácení mužského světce
11H(PANCRAS)32|St. Pancras baptized by pope Cornelius
11H(PANCRAS)33|osobní zbožnost svatého Pankráce - zřeknutí se světských statků, asketický život mužského světce
11H(PANCRAS)34|osobní zbožnost svatého Pankráce - vize, mystický sňatek mužského světce
11H(PANCRAS)35|osobní zbožnost svatého Pankráce - pokušení mužského světce
11H(PANCRAS)36|osobní zbožnost svatého Pankráce - pokání mužského světce
11H(PANCRAS)37|osobní pobožnost svatého Pankráce - mužský světec meditující, v extázi
11H(PANCRAS)4|mučedník Pancras (Pancratius) z Říma; možné atributy: meč - nezázračné činnosti a události ~ mužský světec
11H(PANCRAS)5|mučedník Pancras (Pancratius) z Říma; možné atributy: meč - zázračné činnosti a události ~ mužský světec
11H(PANCRAS)59|mučedník Pankrác (Pancratius) z Říma; možné atributy: meč - stigmatizace mužského světce
11H(PANCRAS)6|mučednictví, utrpení, neštěstí, smrt svatého Pankráce
11H(PANCRAS)68|St. Pancras is beheaded
11H(PANCRAS)69|mučednictví, utrpení, neštěstí, smrt svatého Pankráce - špatné zacházení s mrtvolou mužského světce
11H(PANCRAS)7|mučedník Pankrác (Pancratius) z Říma; možné atributy: meč - apoteóza, sláva, triumf mužského světce
11H(PANCRAS)8|mučedník Pancras (Pancratius) z Říma; možné atributy: meč - posmrtné výskyty ~ mužský světec
11H(PANCRAS)81|mučedník Pankrác (Pancratius) z Říma; možné přívlastky: meč - nález, převoz ostatků mužského světce
11H(PANCRAS)82|mučedník Pankrác (Pancratius) z Říma; možné atributy: meč - zázraky při manipulaci s relikviemi mužského světce
11H(PANCRAS)83|mučedník Pancras (Pancratius) z Říma; možné atributy: meč - posmrtné činy, zjevení mužských světců
11H(PANCRAS)84|mučedník Pancras (Pancratius) z Říma; možné přívlastky: meč - blahořečení, kanonizace mužského světce
11H(PANCRAS)9|mučedník Pancras (Pancratius) z Říma; možné atributy: meč - portrét mužského světce
11H(PANTALEON)|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč
11H(PANTALEON)0|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavě, hřeb, bič, (zlomený nebo roztavený) meč - mužský světec zobrazený ve skupině
11H(PANTALEON)1|specific aspects ~ St. Pantaleon
11H(PANTALEON)11|Svatý Pantaleon jako patron lékařské vědy (nebo lékařů)
11H(PANTALEON)119|Svatý Pantaleon jako patron lékařské vědy (nebo lékařů) - mužský světec chránící věřící pláštěm, "Schutzmantel"
11H(PANTALEON)12|specifické aspekty ~ svatý Pantaleon - mužský světec píšící, studující, učící, diktující (např. jako doktor církve)
11H(PANTALEON)13|specifické aspekty ~ svatý Pantaleon - mužský světec jako zakladatel řádu
11H(PANTALEON)131|specifické aspekty ~ svatý Pantaleon - mužský světec ~ potvrzení řádu, schválení pravidel
11H(PANTALEON)2|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - raný život mužského světce
11H(PANTALEON)3|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - osobní oddanost muže světce
11H(PANTALEON)31|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - povolání, obrácení mužského světce
11H(PANTALEON)32|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - křest, svěcení, složení slibu mužského světce
11H(PANTALEON)33|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - zřeknutí se světských statků, asketický život mužského světce
11H(PANTALEON)34|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - vidění, mystická svatba mužského světce
11H(PANTALEON)35|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - pokušení mužského světce
11H(PANTALEON)36|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - pokání mužského světce
11H(PANTALEON)37|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - mužský světec meditující, v extázi
11H(PANTALEON)4|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - nezázračné činnosti a události ~ mužský světec
11H(PANTALEON)5|zázračné aktivity a události ~ Svatý Pantaleon
11H(PANTALEON)51|zázračná uzdravení svatého Pantaleona
11H(PANTALEON)59|zázračné činnosti a události ~ svatý Pantaleon - stigmatizace mužského světce
11H(PANTALEON)6|mučednictví, utrpení, neštěstí, smrt svatého Pantaleona
11H(PANTALEON)61|Svatý Pantaleon je přivázán k olivovníku a ruce má přibité na hlavě
11H(PANTALEON)62|Svatý Pantaleon, přivázaný ke kříži, je upálen pochodněmi
11H(PANTALEON)63|Svatý Pantaleon je vhozen do vody s mlýnským kamenem na krku
11H(PANTALEON)68|Svatý Pantaleon je sťat; z jeho těla teče místo krve mléko
11H(PANTALEON)69|mučednictví, utrpení, neštěstí, smrt svatého Pantaleona - špatné zacházení s mrtvolou mužského světce
11H(PANTALEON)7|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - apoteóza, sláva, triumf mužského světce
11H(PANTALEON)8|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - posmrtné výskyty ~ mužský světec
11H(PANTALEON)81|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - nález, převoz ostatků mužského světce
11H(PANTALEON)82|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný) olivovník, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - zázraky se dějí při manipulaci s ostatky mužského světce
11H(PANTALEON)83|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - posmrtné skutky, zjevení mužských světců
11H(PANTALEON)84|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavu, hřeb, bič, (zlomený nebo roztavený) meč - blahořečení, kanonizace mužského světce
11H(PANTALEON)9|lékař a mučedník Pantaleon z Nikomédie; možné atributy: chirurgické nástroje, (přivázaný k) olivovníku, ruce přibité na hlavě, hřeb, bič, (zlomený nebo roztavený) meč - portrét mužského světce
11H(PAUL THE HERMIT)|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi
11H(PAUL THE HERMIT)0|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - mužský světec zobrazený ve skupině
11H(PAUL THE HERMIT)1|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - specifické aspekty ~ mužský světec
11H(PAUL THE HERMIT)11|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - mužský světec jako patron, ochránce, přímluvce
11H(PAUL THE HERMIT)119|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - mužský světec chránící věřící pláštěm, "Schutzmantel"
11H(PAUL THE HERMIT)12|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - mužský světec píše, studuje, učí, diktuje (např. jako doktor církve)
11H(PAUL THE HERMIT)13|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - mužský světec jako zakladatel řádu
11H(PAUL THE HERMIT)131|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - mužský světec ~ potvrzení řádu, schválení regulí
11H(PAUL THE HERMIT)2|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - raný život mužského světce
11H(PAUL THE HERMIT)3|osobní zbožnost svatého Pavla Poustevníka
11H(PAUL THE HERMIT)31|osobní zbožnost svatého Pavla Poustevníka - povolání, obrácení mužského světce
11H(PAUL THE HERMIT)32|osobní úcta svatého Pavla Poustevníka - křest, zasvěcení, složení slibů mužského světce
11H(PAUL THE HERMIT)33|Svatý Pavel Poustevník na poušti, s dlouhým vousem a v bederní roušce z tkaných palmových listů, je krmen chlebem od havrana
11H(PAUL THE HERMIT)34|osobní zbožnost svatého Pavla Poustevníka - vize, mystické manželství mužského světce
11H(PAUL THE HERMIT)35|osobní zbožnost svatého Pavla Poustevníka - pokušení mužského světce
11H(PAUL THE HERMIT)36|osobní zbožnost svatého Pavla Poustevníka - kajícnost mužského světce
11H(PAUL THE HERMIT)37|osobní pobožnost svatého Pavla Poustevníka - mužský světec meditující, v extázi
11H(PAUL THE HERMIT)4|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - nezázračné činnosti a události ~ mužský světec
11H(PAUL THE HERMIT)5|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - zázračné činnosti a události ~ mužský světec
11H(PAUL THE HERMIT)59|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - stigmatizace mužského světce
11H(PAUL THE HERMIT)6|mučednictví, utrpení, neštěstí, smrt svatého Pavla Poustevníka
11H(PAUL THE HERMIT)68|smrt svatého Pavla Poustevníka
11H(PAUL THE HERMIT)69|mučednictví, utrpení, neštěstí, smrt svatého Pavla Poustevníka - špatné zacházení s mrtvolou mužského světce
11H(PAUL THE HERMIT)7|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - apoteóza, sláva, triumf mužského světce
11H(PAUL THE HERMIT)8|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - posmrtné výskyty ~ mužský světec
11H(PAUL THE HERMIT)81|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - nález, převoz relikvií mužského světce
11H(PAUL THE HERMIT)82|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - zázraky se dějí při manipulaci s relikviemi mužského světce
11H(PAUL THE HERMIT)83|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - posmrtné skutky, zjevení mužských světců
11H(PAUL THE HERMIT)84|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - blahořečení, kanonizace mužského světce
11H(PAUL THE HERMIT)9|Pavel z Théb, první poustevník; možné atributy: havran, dva lvi - portrét mužského světce
11H(PAUL)|apoštol Pavel z Tarsu; možné přívlastky: kniha, svitek, meč
11H(PAUL)0|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - mužský světec zobrazený ve skupině
11H(PAUL)1|specific aspects ~ St. Paul
11H(PAUL)11|specifické aspekty ~ svatý Pavel - mužský světec jako patron, ochránce, přímluvce
11H(PAUL)119|specifické aspekty ~ svatý Pavel - mužský světec chránící věřící pláštěm, "Schutzmantel
11H(PAUL)12|St. Paul writing his epistles
11H(PAUL)13|specifické aspekty ~ svatý Pavel - mužský světec jako zakladatel řádu
11H(PAUL)131|specifické aspekty ~ svatý Pavel - mužský světec ~ potvrzení řádu, schválení pravidel
11H(PAUL)2|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - raný život mužského světce
11H(PAUL)3|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - osobní oddanost mužského světce
11H(PAUL)31|apoštol Pavel z Tarsu; možné přívlastky: kniha, svitek, meč - povolání, obrácení mužského světce
11H(PAUL)32|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - křest, svěcení, složení slibu mužského světce
11H(PAUL)33|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - zřeknutí se světských statků, asketický život světce-muže
11H(PAUL)34|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - vize, mystický sňatek mužského světce
11H(PAUL)35|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - pokušení mužského světce
11H(PAUL)36|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - pokání mužského světce
11H(PAUL)37|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - mužský světec meditující, v extázi
11H(PAUL)4|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - nezázračné činnosti a události ~ mužský světec
11H(PAUL)5|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - zázračné činnosti a události ~ mužský světec
11H(PAUL)59|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - stigmatizace mužského světce
11H(PAUL)6|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - mučednictví, utrpení, neštěstí, smrt muže-světce
11H(PAUL)68|apoštol Pavel z Tarsu; možné přívlastky: kniha, svitek, meč - smrt, smrtelné lože mužského světce
11H(PAUL)69|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - špatné zacházení s mrtvolou mužského světce
11H(PAUL)7|apoštol Pavel z Tarsu; možné přívlastky: kniha, svitek, meč - apoteóza, sláva, triumf muže-světce
11H(PAUL)8|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - posmrtné výskyty ~ mužský světec
11H(PAUL)81|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - nález, převoz ostatků mužského světce
11H(PAUL)82|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - zázraky při manipulaci s relikviemi mužského světce
11H(PAUL)83|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - posmrtné činy, zjevení mužských světců
11H(PAUL)84|apoštol Pavel z Tarsu; možné přívlastky: kniha, svitek, meč - blahořečení, kanonizace mužského světce
11H(PAUL)9|apoštol Pavel z Tarsu; možné atributy: kniha, svitek, meč - portrét mužského světce
11H(PETER CANISIUS)|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka
11H(PETER CANISIUS)0|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - mužský světec vyobrazený ve skupině
11H(PETER CANISIUS)1|specific aspects ~ St. Peter Canisius
11H(PETER CANISIUS)11|specifické aspekty ~ svatý Petr Kanisius - mužský světec jako patron, ochránce, přímluvce
11H(PETER CANISIUS)119|specifické aspekty ~ Svatý Petr Kanisius - mužský světec chránící věřící pláštěm, "Schutzmantel
11H(PETER CANISIUS)12|St. Peter Canisius writing
11H(PETER CANISIUS)13|specifické aspekty ~ Svatý Petr Kanisius - mužský světec jako zakladatel řádu
11H(PETER CANISIUS)131|specifické aspekty ~ svatý Petr Kanisius - mužský světec ~ potvrzení řádu, schválení pravidel
11H(PETER CANISIUS)2|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - raný život mužského světce
11H(PETER CANISIUS)3|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - osobní oddanost mužského světce
11H(PETER CANISIUS)31|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - povolání, obrácení mužského světce
11H(PETER CANISIUS)32|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - křest, svěcení, složení slibu mužského světce
11H(PETER CANISIUS)33|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - zřeknutí se světských statků, asketický život mužského světce
11H(PETER CANISIUS)34|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - vize, mystický sňatek mužského světce
11H(PETER CANISIUS)35|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - pokušení mužského světce
11H(PETER CANISIUS)36|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - pokání mužského světce
11H(PETER CANISIUS)37|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - mužský světec meditující, v extázi
11H(PETER CANISIUS)4|nezázračné aktivity a události ~ St. Peter Canisius
11H(PETER CANISIUS)41|Svatý Petr Kanisius vyučuje katechismus
11H(PETER CANISIUS)5|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - zázračné činnosti a události ~ mužský světec
11H(PETER CANISIUS)59|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - stigmatizace mužského světce
11H(PETER CANISIUS)6|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - mučednictví, utrpení, neštěstí, smrt mužského světce
11H(PETER CANISIUS)68|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - smrt, smrtelné lože mužského světce
11H(PETER CANISIUS)69|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - špatné zacházení s mrtvolou mužského světce
11H(PETER CANISIUS)7|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - apoteóza, sláva, triumf mužského světce
11H(PETER CANISIUS)8|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - posmrtné výskyty ~ mužský světec
11H(PETER CANISIUS)81|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - nález, převoz relikvií mužského světce
11H(PETER CANISIUS)82|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - zázraky při manipulaci s relikviemi mužského světce
11H(PETER CANISIUS)83|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - posmrtné činy, zjevení mužských světců
11H(PETER CANISIUS)84|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - blahořečení, kanonizace mužského světce
11H(PETER CANISIUS)9|jezuitský kněz Petr Canisius; možné atributy: kniha, krucifix, monogram IHS, pero, lebka - portrét mužského světce
11H(PETER MARTYR)|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě
11H(PETER MARTYR)0|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána na hlavě - mužský světec zobrazený ve skupině
11H(PETER MARTYR)1|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - specifické aspekty ~ mužský světec
11H(PETER MARTYR)11|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - mužský světec jako patron, ochránce, přímluvce
11H(PETER MARTYR)119|dominikánský mnich Petr Mučedník z Verony; možné atributy: krucifix, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána na hlavě - mužský světec chránící věřící pláštěm, "Schutzmantel"
11H(PETER MARTYR)12|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - mužský světec píšící, studující, učící, diktující (např. jako doktor církve)
11H(PETER MARTYR)13|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - mužský světec jako zakladatel řádu
11H(PETER MARTYR)131|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - mužský světec ~ potvrzení řádu, schválení regulí
11H(PETER MARTYR)2|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána na hlavě - raný život mužského světce
11H(PETER MARTYR)3|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - osobní oddanost mužského světce
11H(PETER MARTYR)31|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - povolání, obrácení muže světce
11H(PETER MARTYR)32|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - křest, svěcení, složení slibu mužského světce
11H(PETER MARTYR)33|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - zřeknutí se světských statků, asketický život mužského světce
11H(PETER MARTYR)34|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - vidění, mystický sňatek mužského světce
