2|příroda
25H1124|kámen
25H113|kopec
25H1131|pohřbení
25H1131|verge
25H114|kopec
25H114|zvlněná krajina
25H115|otvor
25H115|jám
25H116|zemětřesení
25H116|sesuv půdy
25H119|jeskyně
25H119|jeskyně
25H1191|stalaktity
25H12|pole
25H12|údolí
25H121|útes
25H121|kámen
25H13|pobřeží
25H13|ať
25H131|kámen
25H1311|fjord
25H1311|jezero
25H1311|mořské jezero
25H1312|Korálový útes
25H1313|mys (výběžek)
25H1314|útes
25H1314|skalní výběžek
25H132|písečné pobřeží
25H1321|duny
25H1321|kopec
25H1321|písek
25H133|pláž
25H1331|písečná mělčina
25H1332|bahenní pláň
25H1333|vstup
25H134|bažina
25H135|farma
25H135|laguna
25H135|šindelová banka
25H138|pobřežní stavby
25H1381|vlnovol
25H1381|ochrana
25H13811|příbojová zeď
25H13811|stěna
25H13812|vlnovník
25H13813|molo (vlnový lámací)
25H14|ostrov
25H141|poloostrov
25H142|isthmus
25H15|les
25H15|strom
25H151|listnatý les
25H151|listí
25H151|list
25H152|jehličnatý les
25H152|jehla
25H152|borovice
25H153|keř
25H154|Mýtina v lese
25H154|šťastní
25H155|hrana
25H155|okraj
25H156|lesní cesta
25H156|rok
25H156|cesta
25H159|čtyři
25H159|lesní požár
25H16|pole
25H16|obyčejný
25H161|tráva
25H161|louka
25H161|savana
25H17|tráva
25H17|louka
25H171|Alp
25H171|hora
25H172|pták
25H172|brook
25H172|pocit
25H172|květina
25H172|slyšení
25H172|Příjemné místo
25H172|smysly
25H172|zrak
25H172|pach
25H172|jaro (zdroj)
25H172|chuť
25H172|strom
25H18|zemědělství
25H18|pěstování
25H181|země nikoho
25H181|pustina
25H182|orání
25H182|pole
25H183|úroda
25H183|pole
25H19|polder
25H19|bažina
25H191|fens
25H192|rekultivace
25H1921|motor
25H1921|čerpadlo
25H1922|technologie
25H193|vypouštění
25H193|země
25H193|rekultivace
25H199|povodeň
25H1991|rozbíjení
25H1991|praskání
25H1991|dělá
25H1992|záchrana
25H2|vody
25H2|vodní krajina
25H21|vodní tok
25H211|jaro (zdroj)
25H212|brook
25H213|řeka
25H2130|Řeky
25H2130|Stuha
25H2130|personifikace
25H2130|říční bůh
25H2130(ADIGE)|Adige (řeka)
25H2130(ARNO)|Arno (řeka)
25H2130(CLAMOR)|Clamor (řeka)
25H2130(DANUBE)|Dunaj (řeka)
25H2130(DANUBE)|Dunaj
25H2130(GANGES)|Chodby
25H2130(GANGES)|Řeka Ganga
25H2130(GANGES)|Ganges (řeka)
25H2130(INDUS)|Indo
25H2130(INDUS)|Indus (řeka)
25H2130(JORDAN)|Jordán (řeka)
25H2130(MEANDER)|Historie
25H2130(MEANDER)|Meander (řeka)
25H2130(NIGER)|Niger (řeka)
25H2130(NILE)|Nil (řeka)
25H2130(NILE)|Nil
25H2130(PO)|Po (řeka)
25H2130(RHINE)|Rýn (řeka)
25H2130(TIBER)|Tevere
25H2130(TIBER)|Tiber (řeka)
25H2130(TIGRIS)|Tygr
25H2130(TIGRIS)|Tigris (řeka)
25H2131|vířivka
25H214|jezero
25H2141|odpočinek
25H21411|přehrada
25H2142|konec
25H2142|Pojď
25H2143|rybník
25H2143|polovina
25H21431|louže
25H215|ústí
25H215|ústa
25H215|ústí řeky
25H216|vodopád
25H216|vodopád
25H2161|peřeje
25H217|břeh řeky
25H2171|dělá
25H2172|louka
25H2172|luční louka
25H21721|povodeň
25H2173|cesta
25H2173|tažná dráha
25H219|sucho
25H219|koryto řeky
25H22|kanál
25H221|zvedací zámek
25H221|zámek
25H222|odpočinek
25H223|zdržovací komora
25H223|hráz
25H224|příkop
25H225|inženýrství
25H2251|bagr
25H2251|stroj
25H23|námořní malba
25H23|ať
25H230|Velký
25H230|Stuha
25H230|personifikace
25H231|jevy
25H2311|vlna
25H23111|jistič
25H23111|surfování
25H23112|zpětný proud
25H23112|vlna přídě
25H23112|zadní vlna
25H2312|čas
25H23121|odliv
25H23121|odliv
25H23122|přílivová vlna
25H23122|příliv
25H23123|přílivová vlna
25H23124|vlna
25H2313|fosforescence
25H2314|proud
25H23141|vír
25H2315|hluboké moře
25H2316|podlaha
25H2316|oceán
25H2321|oceán
25H23210|personifikace
25H2323|záliv (záliv)
25H2323|záliv
25H2324|úzký
25H2324|úžiny
25H23241|Herkules
25H23241|Herkulovy sloupy
25H23241|pilíř
25HH111|vrchol
25HH111|sníh
25HH112|kámen
25HH1121|vrchol
25HH1121|vrchol
25HH1122|kaňon
25HH1122|propast
25HH1122|roklina
25HH1123|skalní útvar
25HH1124|kámen
25HH113|kopec
25HH1131|pohřbení
25HH1131|verge
25HH114|kopec
25HH114|zvlněná krajina
25HH115|otvor
25HH115|jám
25HH116|zemětřesení
25HH116|sesuv půdy
25HH119|jeskyně
25HH119|jeskyně
25HH1191|stalaktity
25HH131|kámen
25HH1311|fjord
25HH1311|jezero
25HH1311|mořské jezero
25HH1312|Korálový útes
25HH1313|mys (výběžek)
25HH1314|útes
25HH1314|skalní výběžek
25HH132|písečné pobřeží
25HH1321|duny
25HH1321|kopec
25HH1321|písek
25HH133|pláž
25HH1331|písečná mělčina
25HH1332|bahenní pláň
25HH1333|vstup
25HH134|bažina
25HH135|farma
25HH135|laguna
25HH135|šindelová banka
25HH138|pobřežní stavby
25HH1381|vlnovol
25HH1381|ochrana
25HH13811|příbojová zeď
25HH13811|stěna
25HH13812|vlnovník
25HH13813|molo (vlnový lámací)
25HH141|poloostrov
25HH142|isthmus
25HH161|tráva
25HH161|louka
25HH161|savana
25HH171|Alp
25HH171|hora
25HH172|pták
25HH172|brook
25HH172|pocit
25HH172|květina
25HH172|slyšení
25HH172|Příjemné místo
25HH172|smysly
25HH172|zrak
25HH172|pach
25HH172|jaro (zdroj)
25HH172|chuť
25HH172|strom
25HH181|země nikoho
25HH181|pustina
25HH1921|motor
25HH1921|čerpadlo
25HH1922|technologie
25HH1991|rozbíjení
25HH1991|praskání
25HH1991|dělá
25HH1992|záchrana
25HH2130(ADIGE)|Adige (řeka)
25HH2130(ARNO)|Arno (řeka)
25HH2130(CLAMOR)|Clamor (řeka)
25HH2130(DANUBE)|Dunaj (řeka)
25HH2130(DANUBE)|Dunaj
25HH2130(GANGES)|Chodby
25HH2130(GANGES)|Řeka Ganga
25HH2130(GANGES)|Ganges (řeka)
25HH2130(INDUS)|Indo
25HH2130(INDUS)|Indus (řeka)
25HH2130(JORDAN)|Jordán (řeka)
25HH2130(MEANDER)|Historie
25HH2130(MEANDER)|Meander (řeka)
25HH2130(NIGER)|Niger (řeka)
25HH2130(NILE)|Nil (řeka)
25HH2130(NILE)|Nil
25HH2130(PO)|Po (řeka)
25HH2130(RHINE)|Rýn (řeka)
25HH2130(TIBER)|Tevere
25HH2130(TIBER)|Tiber (řeka)
25HH2130(TIGRIS)|Tygr
25HH2130(TIGRIS)|Tigris (řeka)
25HH21431|louže
25HH21721|povodeň
25HH2251|bagr
25HH2251|stroj
25HH23111|jistič
25HH23111|surfování
25HH23112|zpětný proud
25HH23112|vlna přídě
25HH23112|zadní vlna
25HH23121|odliv
25HH23121|odliv
25HH23122|přílivová vlna
25HH23122|příliv
25HH23123|přílivová vlna
25HH23124|vlna
25HH2321|oceán
25HH2323|záliv (záliv)
25HH2323|záliv
25HH2324|úzký
25HH2324|úžiny
25I|krajina
25I1|město
25I1|ideální město
25I1|výhled
25I11|založení města
25I111|zakladatel města
25I12|panorama
25I12|silueta
25I13|zahrada
25I13|park
25I13|veřejné zahrady
25I14|veřejná komunikace
25I14|silnice
25I141|ulice
25I1411|ulička
25I1411|rok
25I1412|průchod
25I1413|schodiště
25I142|třída
25I142|boulevard
25I142|esplanáda
25I142|procházka
25I143|otočka
25I144|cirkus
25I144|místo
25I144|náměstí (místo)
25I145|kanál
25I1451|most
25I1451|řeka
25I14511|budova
25I14511|obchod
25I146|městská hradba
25I1461|městská brána
25I15|zdobení
25I151|fontána
25I152|památka
25I152|socha
25I153|jehla
25I153|obelisek
25I154|frieze
25I154|šroubovicové vlysy
25I154|pilíř
25I154|vítězný sloup
25I155|věž s hodinami
25I155|věž
25I16|toaleta
25I16|veřejná pohodlnost
25I16|toaleta
25I17|podzemní
25I171|kanalizace
25I18|okrajové části
25I19|metropole
25I2|vesnice
25I21|založení města
25I22|panorama
25I22|silueta
25I24|veřejná komunikace
25I24|silnice
25I241|ulice
25I2411|ulička
25I2411|rok
25I242|třída
25I242|boulevard
25I244|místo
25I244|náměstí (místo)
25I245|kanál
25I2451|most
25I2451|řeka
25I246|městská hradba
25I2461|městská brána
25I25|zdobení
25I251|fontána
25I28|okrajové části
25I3|farma
25I3|dům
25I41|mlýn
25I41|větrný mlýn
25I42|mlýn
25I42|vodní mlýn
25I43|továrna
25I5|hrad
25I5|věž
25I6|akvadukt
25I6|most
25I6|viadukt
25I7|památka
25I71|menhir
25I8|hřbitov
25I8|dětské hřiště
25I9|zřícenina
25II1|město
25II1|ideální město
25II1|výhled
25II1411|ulička
25II1411|rok
25II1412|průchod
25II1413|schodiště
25II1451|most
25II1451|řeka
25II14511|budova
25II14511|obchod
25II2|vesnice
25II241|ulice
25II242|třída
25II242|boulevard
25II244|místo
25II244|náměstí (místo)
25II245|kanál
25II246|městská hradba
25II2461|městská brána
25II3|farma
25II3|dům
25II5|hrad
25II5|věž
25II6|akvadukt
25II6|most
25II6|viadukt
25II7|památka
25II8|hřbitov
25II8|dětské hřiště
25II9|zřícenina
25K|ideální krajina
25K|krajina
25K1|subtropická krajina
25K1|tropická krajina
25K11|hora
25K12|roklina
25K121|pole
25K121|údolí
25K13|pobřeží
25K13|ať
25K14|ostrov
25K141|sbor
25K142|sbor
25K142|Korálový útes
25K15|džungle
25K16|poušť
25K161|oáza
25K162|sucho
25K162|koryto řeky
25K162|Wadi
25K17|pole
25K17|step
25K18|zemědělství
25K18|pěstování
25K181|rýžové pole
25K181|rýžové pole
25K181|rýžové pole
25K182|výsadba
25K19|bažina
25K2|led
25K2|polární oblasti
25K2|sníh
25K21|hora
25K211|ledovec
25K22|roklina
25K221|pole
25K221|údolí
25K23|pobřeží
25K24|ostrov
25K241|ledovec
25K25|tundra
25K3|exotický
25K3|ideální exotika
25KK1|subtropická krajina
25KK1|tropická krajina
25KK2|led
25KK2|polární oblasti
25KK2|sníh
25KK21|hora
25KK211|ledovec
25KK22|roklina
25KK221|pole
25KK221|údolí
25KK23|pobřeží
25KK24|ostrov
25KK241|ledovec
25KK25|tundra
25KK3|exotický
25KK3|ideální exotika
25L|alegorie
25L|město
25L|symbol
25L(...)0|šéf
25L(...)0|patronka
25L(...)0|personifikace
25L(...)0|městský patron
25L(...)0|patronka města
25L(...)1|obecní symbol
25L(...)11|městská koruna
25L(...)11|koruna
25L(ROME)|Řím
25L(ROME)0|šéf
25L(ROME)0|patronka
25L(ROME)0|personifikace
25L(ROME)0|městský patron
25L(ROME)0|patronka města
25L(ROME)1|obecní symbol
25L(ROME)11|městská koruna
25L(ROME)11|koruna
25L0|šéf
25L0|patronka
25L0|personifikace
25L0|městský patron
25L0|patronka města
25L1|obecní symbol
25L11|městská koruna
25L11|koruna
25M|sedm
25M|div
25M1|Egypt
25M1|pyramida
25M2|Babylon
25M2|Semiramis (královna)
25M2|zahrada
25M2|visuté zahrady
25M3|Diana z Efezu
25M3|Efez
25M3|chrám
25M4|Jupiter
25M4|Fidias
25M4|socha
25M5|Halikarnassos
25M5|mauzoleum
25M6|Silnice
25M6|kolos
25M7|Alexandrie
25M7|Pharos
25M7|maják
25N|země
25N|fikce
25N(ATLANTIS)|Atlantis
25N1|Cockaigne
25N1|Země Cockaigne
26|meteorologické jevy
26|jevy
26|počasí
26A|mrak
26A11|cirrus
26A12|cirrostratus
26A21|cirrocumulus
26A21|makrelové mraky
26A22|vysoký kumulus
26A23|altostratus
26A31|stratokumulus
26A32|nimbus (dešťové mraky)
26A32|dešťový mrak
26A4|voda
26A4|proud
26A4|stoupající
26A41|kupovitá oblačnost
26A41|pěkné počasí
26A42|kumulonimbus
26A42|bouřkový mrak
26A5|mlha
26A51|vrstva
26B|déšť
26B0|Déšť
26B0|Stuha
26B1|tooth
26B1|co
26B2|duha
26B20|Duha
26B20|Stuha
26B3|rosa
26B30|Stuha
26B30|Rugiada
26B4|liják
26B4|dešťová sprcha
26B4|sprcha (déšť)
26B9|sucho
26C0|Stuha
26C0|Vítr
26C0|meteorologické jevy
26C0|příroda
26C0|jevy
26C0|počasí
26C0|vítr
26C1|meteorologické jevy
26C1|příroda
26C1|jevy
26C1|počasí
26C1|vítr
26C11|směr
26C11|čtyři
26C111|severní vítr
26C112|východní vítr
26C113|jižní vítr
26C114|západní vítr
26C12|směr
26C12|osm
26C121|Boreas
26C121|Severní
26C121|severní vítr
26C122|Slepota
26C122|severovýchodní vítr
26C123|Subsolanus
26C123|východní vítr
26C124|Euro
26C124|Eur
26C124|Stuha
26C124|Volturnus
26C124|jihovýchodní vítr
26C125|Známý
26C125|jižní vítr
26C126|Jihovýchodní vítr
26C126|jihozápadní vítr
26C127|Zephyrus
26C127|západní vítr
26C128|Caurus
26C128|Iapyx
26C128|severozápadní vítr
26C13|směr
26C13|šestnáct
26C1311|severní vítr
26C1312|severovýchodní vítr
26C1313|severovýchodní vítr
26C1314|východoseverovýchodní vítr
26C1315|východní vítr
26C1316|východojihovýchodní vítr
26C1317|jihovýchodní vítr
26C1318|jižní až jihovýchodní vítr
26C1321|jižní vítr
26C1322|jihozápadní vítr
26C1323|jihozápadní vítr
26C1324|západně-jihozápadní vítr
26C1325|západní vítr
26C1326|západoseverozápadní vítr
26C1327|severozápadní vítr
26C1328|severozápadní vítr
26C2|meteorologické jevy
26C2|příroda
26C2|jevy
26C2|síla
26C2|počasí
26C2|vítr
26C2|síla větru
26C21|námořní termín
26C22|Beaufort
26C22|měřítko
26C3|meteorologické jevy
26C3|příroda
26C3|jevy
26C3|bouře
26C3|počasí
26C3|vítr
26C32|bouře na moři
26C33|písek
26C33|písečná bouře
26C34|sníh
26C34|sněhová bouře
26C35|cyklón
26C35|vír
26C352|bouře na moři
26C4|meteorologické jevy
26C4|příroda
26C4|jevy
26C4|starý
26C4|počasí
26C4|větrná korouhvička
26C4|vítr
26C41|kohout
26C41|větrná korouhev
26C42|větrný rukáv
26C5|barometr
26C5|meteorologické jevy
26C5|příroda
26C5|jevy
26C5|počasí
26C5|vítr
26C6|foukání
26C6|tvář
26C6|face
26C6|meteorologické jevy
26C6|příroda
26C6|jevy
26C6|počasí
26C6|vítr
26C61|křídlo
26C9|klid
26C9|nedostatek
26C9|meteorologické jevy
26C9|příroda
26C9|jevy
26C9|počasí
26C9|vítr
26D|zmrazení
26D1|sníh
26D11|lavina
26D111|ochrana
26D2|Dobrý den
26D3|námraza
26D3|jinovatka
26D4|led
26D41|tundra
26D42|svíčka
26D5|zima
26D9|rozmrazit
26E|bouře
26E|bouřka
26E1|hrom
26E2|elektřina
26E2|blesk
26E21|hromosvod
26E22|nehoda
26E3|elektřina
26E31|Elmo (sv.)
26E31|Svatý Elmoův oheň
26E31|čtyři
26E32|polární záře
26E32|světlo
26E32|polární záře
26F|dobré a špatné
26F1|pěkné počasí
26F10|Stuha
26F10|Zdraví nebo čistota vzduchu
26F11|vlna veder
26F111|úpal
26F2|špatné počasí
26F21|chladný
26F22|Mráz
26F22|zima
26F3|cyklón
26F3|poškození
26F3|účinek
26F3|vír
26G|fata morgana
26G|fata morgána
26G|optický klam
29|fantazie
29|surrealism
29A|zvíře
29A|napodobenina
29A1|zmatený svět
29A1|Vzhůru nohama
29A1|obrácený svět
29A1|obrácený svět
29A1|vzhůru nohama
29A1|svět
29A2|rostliny
29A2|strom
29B|napodobenina
29B|děti
29C|animace
29C|loutka
29D|mrak
29D|vysvětlující
29D|přírodní forma
29D|tvar
29D|kámen
29D|dřevo
3|člověk
31|biology
31A|Lidské tělo
31A|Stuha
31A|tělo
31A|lidská postava
31A|muž
31A|nahý
31A|žena
31A1|standard
31A1|proporce
31A11|stojící
31A12|odděleně
31A12|zvednutá ruka
31A12|natáhnutá paže
31A12|kruh
31A12|noha
31A12|do strany
31A12|čtverec (tvar)
31A14|akademický akt
31A14|ideální proporce
31A140|Ženská krása
31A140|alegorie
31A141|pokrývající
31A141|genitálie
31A19|Talíř
31A19|bezpeří dvounohé zvíře
31A19|Platónův člověk
31A19|oškubaná drůbež
31A2|anatomie
31A21|Viděli
31A21|kostra
31A211|lebka
31A2111|Volat
31A2112|zub
31A21121|přední zub
31A21122|molární
31A212|hrudník
31A2121|ryba
31A2122|páteř
31A2122|páteř
31A2122|páteř
31A2123|klíční kost
31A2123|klíční kost
31A2124|lopatka
31A2124|lopatka
31A213|pánev
31A214|paže
31A2141|pažní kost
31A2142|poloměr
31A2142|Loketní kost
31A2143|zápěstí
31A2143|ruka
31A2143|metakarpus
31A2144|prst
31A2144|kostky
31A2144|falangy
31A215|noha
31A2151|stehno
31A2152|stehenní kost
31A2152|tibia
31A2153|noha
31A2153|střední část chodidla
31A2153|Tarsus
31A2154|kostky
31A2154|falangy
31A2154|pak
31A22|limb
31A221|hlava
31A2211|face
31A2211|maska
31A2211|plíseň
31A22111(...)|tvář
31A22111(LIPS)|rt
31A22111(NOSE)|přepravovat
31A2212|Toto
31A22121|Obraz vševidoucího
31A2213|ucho
31A2214|ústa
31A22141|jazyk
31A22151|mozek
31A22152|dutina
31A22152|nosní dutina
31A22152|přepravovat
31A22153|dutina
31A22153|ústa
31A22153|hrdlo
31A222|poprsí
31A222|hrudník (prsa)
31A2221|srdce
31A22210|symbolika srdce
31A22210|symbol
31A222101|láska
31A2222|bronchus
31A2222|dlouhý
31A22221|dýchání
31A22222|lapání po dechu
31A22229|dusivý
31A2223|prsa
31A22231|bradavka
31A22232|mléko
31A2224|rameno
31A2225|zpět
31A2226|trup
31A223|abdomen
31A223|orgán (část těla)
31A22311|pupek
31A22312|cool
31A2232|žláza
31A22321|játra
31A22322|močový měchýř
31A22322|žlučník
31A22323|slezina
31A22324|ledvina
31A2233|žaludek
31A22331|zlato
31A2234|vnitřnosti
31A2235|močový měchýř
31A2236|genitálie
31A22361|bez
31A223611|varlata
31A223612|falus
31A2236121|phallos
31A223613|semeno
31A223613|sperma
31A22362|žena
31A223621|děloha
31A223621|děloha
31A2236211|plod
31A223622|vaječník
31A223623|menstruace
31A223624|vagina
31A2237|hýždě
31A22371|anus
31A224|paže
31A2242|loket
31A2244|zápěstí
31A2245|ruka
31A22451|ruční tisk
31A22451|pole
31A22451|stopa
31A2246|prst
31A22461|palec
31A22462|ukazováček
31A22463|prostředníček
31A22464|prsteníček
31A22465|malíček
31A2247|hřebík
31A225|noha
31A2251|stehno
31A2252|koleno
31A2254|kotník
31A2255|noha
31A22551|celý
31A22552|stopu
31A22552|pole
31A22552|stopa
31A2256|pak
31A2257|hřebík
31A2261|krevní oběh
31A2261|oběhový systém
31A22611|krev
31A22612|tepna
31A22613|víno
31A2262|kůže
31A22621|vlasy
31A22622|ochlupení
31A22623|ochlupení
31A2263|sval
31A2264|šlacha
31A2265|nerv
31A23|držení těla
31A231|noha
31A231|stojící
31A2311|Opěrná noha a volná noha
31A2311|protichůdný
31A2312|hadovitá postava
31A2313|jeden
31A2319|stojící na hlavě
31A232|naklánění
31A2321|útočníci
31A2322|zpět
31A2323|do strany
31A233|klečení
31A2331|dva
31A234|krčení se
31A234|squatting
31A2341|schoulená postava
31A235|sezení
31A2351|země
31A2352|sedadlo
31A2353|paže
31A2353|loket
31A2353|koleno
31A23531|ruka
31A23531|odpočinek
31A23531|stehno
31A2354|řeka
31A236|ležící
31A2361|zpět
31A2362|face
31A2363|strana
31A2363|protahování
31A2364|paže
31A2364|loket
31A2364|naklánění
31A2364|strana
31A2365|zpět
31A2365|ruka
31A2365|hlava
31A2366|face
31A2366|ruka
31A2366|hlava
31A237|visící
31A2371|paže
31A23711|jeden
31A2372|noha
31A23721|jeden
31A23731|vlasy
31A23732|zub
31A2391|ohýbání
31A24|hlava
31A24|držení těla
31A242|do strany
31A2421|vlevo (oproti vpravo)
31A2422|vpravo (oproti vlevo)
31A243|zpět
31A243|ohýbání
31A244|ohýbání
31A244|klanění
31A244|útočníci
31A245|vlevo (oproti vpravo)
31A245|do strany
31A246|vpravo (oproti vlevo)
31A246|do strany
31A247|hledání
31A247|rameno
31A25|paže
31A25|gesto
31A25|ruka
31A25|držení těla
31A2511|zvednutá ruka
31A2511|nahoru
31A25111|zavřené prsty
31A25112|šíření
31A25113|pěst
31A2512|natáhnutá paže
31A2512|útočníci
31A2513|natáhnutá paže
31A2513|do strany
31A2514|zpět
31A2515|dolů
31A25161|hrudník (prsa)
31A251611|prsa
31A251611|držení
31A25162|srdce
31A25163|hrudník (prsa)
31A25163|nápadný
31A25164|hrudník (prsa)
31A25164|odhalení
31A25165|abdomen
31A25165|skládání
31A2517|ohýbání
31A25171|zpět
31A25172|hlava
31A2518|cool
31A25191|kapsa
31A25192|rukáv
31A25193|hrudník (prsa)
31A25193|župan
31A25193|žaludek
31A2521|založené ruce
31A25211|zpět
31A25212|prsa
31A25212|hrudník (prsa)
31A2522|složené ruce
31A25221|prst
31A25221|modlitba
31A25222|tření
31A25222|vymáčknutí
31A25231|prst
31A2524|počítání
31A2524|prst
31A253|face
31A253|hlava
31A2531|ohýbání
31A25311|Hlava opřená o ruku
31A25312|loket
31A25312|koleno
31A25312|naklánění
31A25313|pokrývající
31A25313|závěsy
31A25313|bdění
31A2532|vousy
31A2533|čelo
31A25331|prst
31A25331|ukazováček
31A25331|ukazování
31A25332|paroháč
31A25332|prst
31A25332|ukazováček
31A25332|malíček
31A2534|Toto
31A25341|hledání
31A25342|prst
31A25342|šmírování
31A25343|tření
31A25344|slza
31A25344|otírání
31A2535|přepravovat
31A25351|držení
31A2536|ústa
31A25361|prst
31A25361|pískání
31A25362|tažení
31A2537|ucho
31A25371|baňkování
31A25372|škrábání
31A254|uchopení
31A254|dojemný
31A25411|ruku v ruce
31A25411|chůze
31A2542|vkládání rukou
31A2543|spojené ruce
31A2543|zápěstí
31A25431|síla
31A25431|tři
31A25431|odborová organizace
31A25431|jednota
31A25432|vedoucí
31A25433|Rušení rukou
31A25434|dlaně
31A25434|fackování
31A2544|hlava
31A25441|vlasy
31A25442|krk
31A25443|hrdlo
31A2545|rameno
31A2546|noha
31A25461|noha
31A255|prst
31A25511|zavřené prsty
31A25512|šíření
31A25513|pěst
31A2552|dlaně
31A25521|nahoru
31A25522|dolů
31A2553|palec
31A25531|nahoru
31A25532|dolů
31A2554|palec
31A25541|ukazováček
31A25541|hlazení
31A25542|ukazováček
31A25542|prostředníček
31A25543|lámání
31A2555|ukazováček
31A25551|nahoru
31A25552|útočníci
31A25552|ukazování
31A25553|lákavý
31A2556|ukazováček
31A2556|prostředníček
31A25561|zavřené prsty
31A25561|nahoru
31A25562|V-znamení
31A25562|značka
31A25562|šíření
31A25562|nahoru
31A256|řeč těla
31A256|jazyk
31A26|noha
31A2611|rovná noha
31A26111|naklánění
31A26111|stojící
31A26112|naklánění
31A26112|stojící
31A26112|chodit po špičkách
31A26112|pak
31A26113|ležící
31A26113|sezení
31A26114|odděleně
31A26114|naklánění
31A26114|ležící
31A26114|sezení
31A26114|stojící
31A26115|ležící
31A26115|zvednuté nohy
31A26115|protahování
31A2612|ohýbání
31A26121|stojící
31A26122|sezení
31A26123|squatting
31A26124|klečení
31A26126|stojící
31A26126|rozkročený
31A26127|sezení
31A26127|rozkročený
31A26128|ležící
31A26128|zvednuté nohy
31A26128|sezení
31A26129|zkřížené nohy
31A26129|sezení
31A26129|krejčí
31A261291|Buddhova pozice
31A261291|lotus
31A26211|chůze
31A26212|ohýbání
31A26212|koleno
31A26212|výpad
31A26213|ohýbání
31A26213|klečení
31A2622|zpět
31A2622|ohýbání
31A2622|útočníci
31A2623|útočníci
31A2623|jeden
31A2623|stojící
31A26231|rovná noha
31A262311|kohoutí krok
31A262311|krokový pochod
31A262311|krok
31A26232|ohýbání
31A262322|ruka
31A262322|držení
31A2624|jeden
31A2624|do strany
31A2624|stojící
31A26241|rovná noha
31A26242|ohýbání
31A2625|zpět
31A2625|jeden
31A2625|stojící
31A26251|rovná noha
31A26252|ohýbání
31A262522|ruka
31A262522|držení
31A2626|ležící
31A2626|sezení
31A2626|rovná noha
31A2626|protahování
31A2627|zkřížené nohy
31A2627|naklánění
31A2627|ležící
31A2627|sezení
31A2627|stojící
31A2628|noha
31A2628|koleno
31A2628|sezení
31A27|pohyb
31A271|útočníci
31A2711|chůze
31A27111|tempování
31A27111|kráčení
31A27112|běh
31A27113|procházka
31A2712|plazení
31A27121|koleno
31A27121|chůze
31A2713|kotoučování
31A2713|ohromující
31A2713|potácení se
31A2714|skákání
31A2715|válcování
31A2716|přemet
31A2717|ruka
31A2717|stojící na hlavě
31A2717|chůze
31A2719|zpět
31A272|dolů
31A272|nahoru
31A2721|skákání
31A2722|tažení
31A2723|lezení
31A2723|schodiště
31A2724|skákání
31A2725|sestupující
31A2725|schodiště
31A2726|razítkování
31A2726|šlapání
31A2731|padající
31A2732|kluzkost
31A27321|padající
31A27321|klopýtání
31A2733|přeprava
31A27331|podporující
31A2734|tažení
31A2735|hodit (být hozen)
31A2741|házení
31A27411|pokles
31A27411|uvolňování
31A2742|dosahování
31A2743|úder
31A2744|kopání
31A2745|uchopení
31A2746|rozbíjení
31A2747|zvedání
31A2747|tažení
31A2748|tlačení
31A27481|kruh
31A27481|otáčení
31A27481|otáčení
31A27481|kolo
31A2751|schoulit se
31A2752|protahování
31A2753|otáčení
31A2753|proplétání
31A2753|kroucení
31A2754|paže
31A2755|noha
31A2756|prohnutí zad
31A2756|ohýbání
31A2757|kolečko
31A2757|přemet
31A276|vzduch (v)
31A2761|stoupající
31A2762|létání
31A27631|mrak
31A27631|sezení
31A27631|stojící
31A2764|padající
31A2765|smrtelný skok
31A2765|přemet
31A277|vody
31A2771|brodění
31A2772|koupání
31A2773|plavání
31A2774|plovoucí
31A2775|potápění
31A2776|utopení
31A2776|klesání
31A2777|pozastavení
31A2778|vznikající
31A2779|chůze po vodě
31A28|stín
31A281|ďábel
31A281|prodej
31A2811|nepřítomnost
31A282|následující
31A283|boj
31A3|pět
31A3|smysly
31A30|Sensi
31A30|Sensi, jak je možné ...
31A30|Smysl
31A30|Pocity těla
31A31|hledání
31A31|zrak
31A310|Celkem
31A311|sklo
31A311|představení
31A3111|dálekohled
31A3111|monokl
31A3112|sluneční brýle
31A312|sklo
31A312|lupa
31A313|postava vševidoucího
31A314|špehování
31A3191|páska přes oči
31A32|slyšení
31A32|poslouchání
31A320|Sluch
31A321|sluchadlo
31A329|zaslechnutí
31A33|pach
31A330|Čich
31A331|vůně
31A34|chuť
31A340|Chci
31A341|kontrast
31A341|dobré a špatné
31A3411|dobrý vkus
31A3412|špatný vkus
31A3412|znechucení
31A3412|nelibost
31A342|sladký
31A3420|alegorie
31A3420|symbol
31A343|sůl
31A344|kyselý
31A345|hořký
31A3450|alegorie
31A3450|symbol
31A35|pocit
31A350|Hmat
31A351|dobrý pocit
31A352|špatný pocit
31A41|deformace
31A41|postižený
31A41|nemoc
31A41|postižení
31A411|Toto
31A4111|slepota
31A41111|Matouš 15
31A41111|vedoucí
31A41112|mrzák
31A41112|zastávka
31A41112|vedoucí
31A41113|sekání
31A41113|nápadný
31A4112|šilhající
31A4112|šilhání
31A4113|šedý zákal
31A4114|myopie
31A4114|krátkozrakost
31A4115|dalekozrakost
31A412|hluchota
31A4121|hluchoněmý
31A413|face
31A413|hlava
31A4131|rozštěp rtu
31A4131|rt
31A414|ochrnutí
31A415|mrzák
31A4151|koňská noha
31A4152|umělá končetina
31A4152|noha
31A4152|dřevo
31A4153|berle
31A4154|koupací židle
31A4154|invalidní vozík
